recId,type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name,active,SeqNumber,seqLength,displayLatitude,displayLongitude,locationLabel,houseNumber,street,district,city,postalCode,county,state,country,zip_code_match,original_zip,name_short,independent,name_simplified,category
9962,PHARMACY,PERNA-NIAGARA INC.,TOPS MARKET #113,"C/O PHARMACY 425 NIAGARA ST. BUFFALO, NY 14201-0000",25741,2003-04-03,2022-05-01,2025-04-30,,,,,,True,1.0,1.0,42.89624,-78.88657,"425 Niagara St, Buffalo, NY 14201, United States",425,Niagara St,Lakeview,Buffalo,14201.0,Erie,NY,USA,1,14201,PERNA-NIAGARA,False,PERNA-NIAGARA INC,HEALTHCARE
9965,PHARMACY,PERRY DRUGS INC.,,"504 5TH AVE. BROOKLYN, NY 11215-0000",21504,1993-01-05,,2004-04-08,DISCONTINUED,,,,,False,1.0,1.0,40.66721,-73.98813,"504 5th Ave, Brooklyn, NY 11215, United States",504,5th Ave,Park Slope,Brooklyn,11215.0,Kings,NY,USA,1,11215,PERRY,True,PERRY DRUGS INC,INDEPENDENT
9967,PHARMACY,"PERSONAL CARE PHARMACY, INC.",,"836 CONEY ISLAND AVENUE BROOKLYN, NY 11218-0000",26919,2004-11-08,2013-11-01,2015-02-21,DISCONTINUED,,,,,False,1.0,1.0,40.63703,-73.96836,"836 Coney Island Ave, Brooklyn, NY 11218, United States",836,Coney Island Ave,Kensington & Parkville,Brooklyn,11218.0,Kings,NY,USA,1,11218,PERSONAL,True,PERSONAL CARE PHARMACY INC,INDEPENDENT
9968,PHARMACY,PERSONAL PHARMACY INC.,,"4873 BROADWAY NEW YORK, NY 10034-3134",30356,2010-11-17,2010-11-17,2011-12-31,DISCONTINUED,,,,,False,1.0,1.0,40.86698,-73.92366,"4873 Broadway, New York, NY 10034, United States",4873,Broadway,Inwood,New York,10034.0,New York,NY,USA,1,10034,PERSONAL,True,PERSONAL PHARMACY INC,INDEPENDENT
9969,PHARMACY,PERSONALIZED PRESCRIPTIONS INC.,,"60 EAST INDUSTRY COURT 4TH FLR. STE. 4B DEER PARK, NY 11729-4728",36667,2018-06-21,2021-06-01,2024-05-31,,,,,,True,1.0,1.0,40.76244,-73.29753,"60 E Industry Ct, Deer Park, NY 11729, United States",60,E Industry Ct,Deer Park,Deer Park,11729.0,Suffolk,NY,USA,1,11729,PERSONALIZED,True,PERSONALIZED PRESCRIPTIONS INC,INDEPENDENT
9970,PHARMACY,PERU PHARMACY INC.,PERU HEALTHMART PHARMACY,"3 GORMAN WAY P.O. BOX 86 PERU, NY 12972-0000",16918,1980-09-02,2016-10-01,2017-10-30,TRANSFER,,,,,False,1.0,1.0,44.57771,-73.52432,"3 Gorman Way, Peru, NY 12972, United States",3,Gorman Way,,Peru,12972.0,Clinton,NY,USA,1,12972,PERU,True,PERU PHARMACY INC,INDEPENDENT
9971,PHARMACY,PET DRUG STORE INC.,,"700 UNION PARKWAY STE 6 RONKONKOMA, NY 11779-0000",38786,2021-06-21,2021-06-21,2024-05-31,,,,,,True,1.0,1.0,40.79156,-73.12128,"700 Union Pkwy, Ronkonkoma, NY 11779, United States",700,Union Pkwy,Ronkonkoma,Ronkonkoma,11779.0,Suffolk,NY,USA,1,11779,PET,True,PET DRUG STORE INC,INDEPENDENT
9972,PHARMACY,PET RESCUE RX INC.,,"13760 INDIAN FALLS RD. AKRON, NY 14001-0000",31694,2013-02-14,2019-02-01,2021-03-05,DISCONTINUED,,,,,False,1.0,1.0,43.01928,-78.4737,"13760 Indian Falls Rd, Akron, NY 14001, United States",13760,Indian Falls Rd,,Akron,14001.0,Erie,NY,USA,1,14001,PET,True,PET RESCUE RX INC,INDEPENDENT
9973,PHARMACY,"PETCARERX, INC.",,"C/O PHARMACY 52 MERTON AVE. LYNBROOK, NY 11563-0000",24631,2000-04-04,2022-05-01,2025-04-30,,,,,,True,1.0,1.0,40.65563,-73.6587,"52 Merton Ave, Lynbrook, NY 11563, United States",52,Merton Ave,,Lynbrook,11563.0,Nassau,NY,USA,1,11563,"PETCARERX,",True,PETCARERX INC,HEALTHCARE
9977,PHARMACY,PETER'S CORPORATION,MICHAELS PHARMACY,"7817 17TH AVE. BROOKLYN, NY 11214-0000",24756,2001-09-10,2005-01-01,2005-04-04,DISCONTINUED,,,,,False,1.0,1.0,40.61269,-74.0004,"7817 17th Ave, Brooklyn, NY 11214, United States",7817,17th Ave,Bensonhurst,Brooklyn,11214.0,Kings,NY,USA,1,11214,PETER'S,True,PETER'S CORPORATION,INDEPENDENT
9978,PHARMACY,PETER'S PHARMACY AND VITAMINS INC.,,"652 AMSTERDAM AVE. NEW YORK, NY 10025-0000",25831,2003-07-01,2016-08-01,2017-10-03,DISCONTINUED,,,,,False,1.0,1.0,40.79141,-73.97252,"652 Amsterdam Ave, New York, NY 10025, United States",652,Amsterdam Ave,Upper West Side,New York,10025.0,New York,NY,USA,1,10025,PETER'S,True,PETER'S PHARMACY AND VITAMINS INC,INDEPENDENT
9979,PHARMACY,"PETERS, COLIN A.",PETERS PHARMACY OF NARROWSBURG,"PETERS PHARMACY OF NARROWSBURG 141 KIRK ROAD NARROWSBURG, NY 12764-0000",21193,1992-01-03,2022-02-01,2025-01-31,,,,,,True,1.0,1.0,41.61291,-75.0567,"141 Kirk Rd, Narrowsburg, NY 12764, United States",141,Kirk Rd,,Narrowsburg,12764.0,Sullivan,NY,USA,1,12764,"PETERS,",True,PETERS COLIN A,INDEPENDENT
9988,PHARMACY,"PETERSON DRUG COMPANY OF NEWFANE, N.Y., INC.",,"2740 MAIN ST. NEWFANE, NY 14108-0000",9819,2063-01-09,2010-02-01,2011-05-19,DISCONTINUED,,,,,False,1.0,1.0,43.28187,-78.7084,"2740 Main St, Newfane, NY 14108, United States",2740,Main St,,Newfane,14108.0,Niagara,NY,USA,1,14108,PETERSON,True,PETERSON DRUG COMPANY OF NEWFANE NY INC,INDEPENDENT
10011,PHARMACY,"PETNET PHARMACEUTICALS, INC.",,"C/O PHARMACY 177 FORT WASHINGTON AVE. NEW YORK, NY 10032-0000",25739,2004-07-21,2004-07-21,2006-07-19,TRANSFER,,,,,False,1.0,1.0,40.8414,-73.94284,"177 Fort Washington Ave, New York, NY 10032, United States",177,Fort Washington Ave,Washington Heights South,New York,10032.0,New York,NY,USA,1,10032,PETNET,True,PETNET PHARMACEUTICALS INC,HEALTHCARE
10012,PHARMACY,"PETNET SOLUTIONS, INC.",,"14 WALKER WAY ALBANY, NY 12205-0000",25738,2003-06-05,2019-07-01,2022-06-30,,34717.0,,,,True,1.0,1.0,42.71604,-73.83897,"14 Walker Way, Albany, NY 12205, United States",14,Walker Way,,Albany,12205.0,Albany,NY,USA,1,12205,PETNET,True,PETNET SOLUTIONS INC,INDEPENDENT
10013,PHARMACY,"PETNET SOLUTIONS, INC.",,"NYU LANGONE MED. CNTR. 660 1ST. AVE. RM 140 NEW YORK, NY 10016-0000",35455,2017-09-19,2020-09-01,2023-08-31,,,,,,True,1.0,1.0,40.74603,-73.97165,"660 1st Ave, New York, NY 10016, United States",660,1st Ave,Tudor City,New York,10016.0,New York,NY,USA,1,10016,PETNET,True,PETNET SOLUTIONS INC,INDEPENDENT
10014,PHARMACY,PGU PHARMACY INC.,FIRST HEALTH PHARMACY,"1229 FRANKLIN AVE. BRONX, NY 10456-0000",33797,2015-10-16,2021-10-01,2024-09-30,,58750.0,,,,True,1.0,1.0,40.83067,-73.90331,"1229 Franklin Ave, Bronx, NY 10456, United States",1229,Franklin Ave,Morrisania-Melrose,Bronx,10456.0,Bronx,NY,USA,1,10456,PGU,True,PGU PHARMACY INC,INDEPENDENT
10015,PHARMACY,PHAMCO DRUGS INC.,,"802 NOSTRAND AVE. BROOKLYN, NY 11216-0000",30770,2011-07-12,2020-07-01,2023-06-30,,57738.0,,,,True,1.0,1.0,40.67125,-73.95051,"802 Nostrand Ave, Brooklyn, NY 11216, United States",802,Nostrand Ave,Crown Heights,Brooklyn,11216.0,Kings,NY,USA,1,11216,PHAMCO,True,PHAMCO DRUGS INC,INDEPENDENT
10016,PHARMACY,PHAMCO INC.,COLONIAL DRUGS & SURGICALS,"100 FRONT ST. GREENPORT, NY 11944-0000",25440,2002-09-17,2019-10-01,2022-09-30,,66612.0,,,,True,1.0,1.0,41.10261,-72.36069,"100 Front St, Greenport, NY 11944, United States",100,Front St,,Greenport,11944.0,Suffolk,NY,USA,1,11944,PHAMCO,True,PHAMCO INC,INDEPENDENT
10019,PHARMACY,PHARM J INC.,J DRUGS,"1205 AVENUE J BROOKLYN, NY 11230-0000",20772,1990-09-28,2019-10-01,2022-09-30,,30702.0,,,,True,1.0,1.0,40.62504,-73.96393,"1205 Avenue J, Brooklyn, NY 11230, United States",1205,Avenue J,Midwood,Brooklyn,11230.0,Kings,NY,USA,1,11230,PHARM,True,PHARM J INC,INDEPENDENT
10023,PHARMACY,PHARMA CARE INC.,SEVENTH AVENUE PHARMACY,"2454 ADAM CLAYTON POWELL BLVD NEW YORK, NY 10030-0000",29301,2009-04-16,2021-04-01,2024-03-31,,,,,,True,1.0,1.0,40.82032,-73.94037,"2454 Adam Clayton Powell Jr Blvd, New York, NY 10030, United States",2454,Adam Clayton Powell Jr Blvd,Harlem,New York,10030.0,New York,NY,USA,1,10030,PHARMA,True,PHARMA CARE INC,INDEPENDENT
10025,PHARMACY,PHARMA HOLDING INC.,UNZER PHARMACY,"572 BEDFORD AVE. BROOKLYN, NY 11249-7608",33033,2014-09-12,2020-09-01,2023-08-31,,47028.0,,,,True,1.0,1.0,40.7042125,-73.9614375,"572 Bedford Ave, Brooklyn, NY 11249, United States",572,Bedford Ave,Williamsburg,Brooklyn,11249.0,Kings,NY,USA,1,11249,PHARMA,True,PHARMA HOLDING INC,INDEPENDENT
10026,PHARMACY,PHARMA HOLDINGS US OF NY LLC.,MEDS DIRECT RX OF NY,"882 3RD AVE. 10TH FL. #1000 BROOKLYN, NY 11232-1904",33979,2016-04-08,2016-04-08,2016-05-16,DISCONTINUED,,,,,False,1.0,1.0,40.65776,-74.00456,"882 3rd Ave, Brooklyn, NY 11232, United States",882,3rd Ave,Greenwood,Brooklyn,11232.0,Kings,NY,USA,1,11232,PHARMA,True,PHARMA HOLDINGS US OF NY LLC,INDEPENDENT
10030,PHARMACY,PHARMACADE PHARMACY INC.,,"1049 E. 163RD ST. BRONX, NY 10459-0000",14782,1974-10-18,2013-11-01,2016-08-01,DISCONTINUED,,,,,False,1.0,1.0,40.82112,-73.89097,"1049 E 163rd St, Bronx, NY 10459, United States",1049,E 163rd St,Hunts Point,Bronx,10459.0,Bronx,NY,USA,1,10459,PHARMACADE,True,PHARMACADE PHARMACY INC,INDEPENDENT
10031,PHARMACY,PHARMACARE PLUS INC.,,"21-09A 31ST STREEET ASTORIA, NY 11105-0000",31905,2013-04-12,2022-04-01,2025-03-31,,52101.0,,,,True,1.0,2.0,40.776,-73.91086,"31st St, Astoria, NY 11105, United States",,31st St,Ditmars Steinway,Astoria,11105.0,Queens,NY,USA,1,11105,PHARMACARE,True,PHARMACARE PLUS INC,INDEPENDENT
10032,PHARMACY,PHARMACARE SERVICES INC.,PHARMACARE PHARMACY,"483 FIRST AVE. NEW YORK, NY 10016-0000",25603,2003-02-26,2007-03-01,2009-12-01,DISCONTINUED,,,,,False,1.0,1.0,40.7404,-73.97621,"483 1st Ave, New York, NY 10016, United States",483,1st Ave,Kips Bay,New York,10016.0,New York,NY,USA,1,10016,PHARMACARE,True,PHARMACARE SERVICES INC,INDEPENDENT
10034,PHARMACY,PHARMACENA LABS LLC.,,"516 MINEOLA AVE. CARLE PLACE, NY 11514-0000",33465,2015-03-27,2018-03-01,2018-08-21,DISCONTINUED,,,,,False,1.0,1.0,40.74955,-73.60479,"516 Mineola Ave, Carle Place, NY 11514, United States",516,Mineola Ave,,Carle Place,11514.0,Nassau,NY,USA,1,11514,PHARMACENA,True,PHARMACENA LABS LLC,INDEPENDENT
10035,PHARMACY,PHARMACENA LLC.,,"136 NORTHERN BLVD. STORE 6 GREAT NECK, NY 11021-0000",32844,2014-06-13,2014-06-13,2017-03-31,DISCONTINUED,,,,,False,1.0,1.0,40.77523,-73.73034,"136 Northern Blvd, Great Neck, NY 11021, United States",136,Northern Blvd,University Gardens,Great Neck,11021.0,Nassau,NY,USA,1,11021,PHARMACENA,True,PHARMACENA LLC,INDEPENDENT
10036,PHARMACY,PHARMACEUTIC LABS LLC.,,"15 WALKER WAY ALBANY, NY 12205-0000",33020,2014-09-29,2020-09-01,2023-08-31,,46481.0,,,,True,1.0,1.0,42.71634,-73.84,"15 Walker Way, Albany, NY 12205, United States",15,Walker Way,,Albany,12205.0,Albany,NY,USA,1,12205,PHARMACEUTIC,True,PHARMACEUTIC LABS LLC,INDEPENDENT
10038,PHARMACY,"PHARMACEUTICAL CONSULTANTS, INC.",,"200 EAST ECKERSON ROAD NEW CITY, NY 10956-7164",15050,1975-01-01,2005-01-01,2005-02-15,TRANSFER,,,27036,VVT PHARMACY CORP./ PHARMACEUTICAL CONSULTANTS,False,1.0,1.0,41.12589,-74.02405,"200 E Eckerson Rd, New City, NY 10956, United States",200,E Eckerson Rd,,New City,10956.0,Rockland,NY,USA,1,10956,PHARMACEUTICAL,True,PHARMACEUTICAL CONSULTANTS INC,INDEPENDENT
10039,PHARMACY,"PHARMACEUTICAL NUTRITIONAL SYSTEMS, INC.",WILLNER CHEMISTS,"253 BROADWAY NEW YORK, NY 10007-0000",23699,1998-07-02,2005-01-01,2006-03-24,DISCONTINUED,,,,,False,1.0,1.0,40.71329,-74.00725,"253 Broadway, New York, NY 10007, United States",253,Broadway,Tribeca,New York,10007.0,New York,NY,USA,1,10007,PHARMACEUTICAL,True,PHARMACEUTICAL NUTRITIONAL SYSTEMS INC,INDEPENDENT
10040,PHARMACY,PHARMACHOICE PHARMACY 2 INC.,,"2509 30TH AVE. ASTORIA, NY 11102-3587",34819,2016-08-09,2022-08-01,2025-07-31,,52295.0,,,,True,1.0,1.0,40.7686608,-73.9248349,"2509 30th Ave, Astoria, NY 11102, United States",2509,30th Ave,Astoria,Astoria,11102.0,Queens,NY,USA,1,11102,PHARMACHOICE,True,PHARMACHOICE PHARMACY 2 INC,INDEPENDENT
10041,PHARMACY,PHARMACHOICE PHARMACY INC.,STEINWAY STREET PHARMACY,"2578 STEINWAY STREET ASTORIA, NY 11103-0000",31473,2012-09-06,2021-09-01,2024-08-31,,,Type :  PHARMACY             Legal Name :  PHARMACHOICE PHARMACY INC.                         Trade Name :  STEINWAY STREET PHARMACY                           Street Address :   2578 STEINWAY STREET,,,True,1.0,1.0,40.76617,-73.91345,"25-78 Steinway St, Astoria, NY 11103, United States",25-78,Steinway St,Astoria,Astoria,11103.0,Queens,NY,USA,1,11103,PHARMACHOICE,True,PHARMACHOICE PHARMACY INC,INDEPENDENT
10042,PHARMACY,PHARMACHOICE PHARMACY INC.,,"2509 30TH AVENUE ASTORIA, NY 11102-0000",34384,2016-03-22,2016-03-22,2016-08-09,TRANSFER,,,34819,PHARMACHOICE PHARMACY 2 INC.,False,1.0,1.0,40.7686608,-73.9248349,"2509 30th Ave, Astoria, NY 11102, United States",2509,30th Ave,Astoria,Astoria,11102.0,Queens,NY,USA,1,11102,PHARMACHOICE,True,PHARMACHOICE PHARMACY INC,INDEPENDENT
10043,PHARMACY,"PHARMACIA DE PONCE, CORP.",,"1945-A UNIVERSITY AVE. BRONX, NY 10453-0000",25500,2002-12-02,,2004-04-29,DISCONTINUED,,,,,False,1.0,1.0,40.85413,-73.91226,"1945 University Ave, Bronx, NY 10453, United States",1945,University Ave,University Heights-Morris Heights,Bronx,10453.0,Bronx,NY,USA,1,10453,PHARMACIA,True,PHARMACIA DE PONCE CORP,INDEPENDENT
10044,PHARMACY,PHARMACIA LACROSS INC.,LACROSS DRUGS,"543 EAST 137TH ST. BRONX, NY 10454-0000",22851,1996-03-19,2013-04-01,2013-07-02,TRANSFER,,,32038,LACROSS DRUGS INC./ LACROSS DRUGS,False,1.0,1.0,40.80635,-73.91815,"543 E 137th St, Bronx, NY 10454, United States",543,E 137th St,Port Morris,Bronx,10454.0,Bronx,NY,USA,1,10454,PHARMACIA,True,PHARMACIA LACROSS INC,INDEPENDENT
10045,PHARMACY,"PHARMACIA POPULAR, INC.",,"17 MARCUS GARVERY BLVD. BROOKLYN, NY 11206-0000",26227,2003-09-22,2019-10-01,2022-09-30,,49351.0,,,,True,1.0,1.0,40.69918,-73.94113,"17 Marcus Garvey Blvd, Brooklyn, NY 11206, United States",17,Marcus Garvey Blvd,Bedford-Stuyvesant,Brooklyn,11206.0,Kings,NY,USA,1,11206,PHARMACIA,True,PHARMACIA POPULAR INC,INDEPENDENT
10047,PHARMACY,"PHARMACO, INC.",BAC AI PHARMACY,"216B CANAL ST. NEW YORK, NY 10013-0000",21547,1993-03-17,2022-04-01,2025-03-31,,40011.0,,,,True,1.0,1.0,40.71705,-73.99928,"216 Canal St, New York, NY 10013, United States",216,Canal St,Chinatown,New York,10013.0,New York,NY,USA,1,10013,"PHARMACO,",True,PHARMACO INC,INDEPENDENT
10048,PHARMACY,PHARMACY 112 INC.,,"2608 B ROUTE 112 MEDFORD, NY 11763-2551",32401,2013-12-17,2016-12-01,2017-11-30,DISCONTINUED,,,,,False,1.0,1.0,40.8193,-72.99946,"2608 Route 112, Medford, NY 11763, United States",2608,Route 112,Medford,Medford,11763.0,Suffolk,NY,USA,1,11763,PHARMACY,True,PHARMACY 112 INC,INDEPENDENT
10050,PHARMACY,PHARMACY 4 U INC.,,"1919A AVENUE U BROOKLYN, NY 11229-0000",31190,2012-04-25,2021-04-01,2024-03-31,,42901.0,,,,True,1.0,1.0,40.59946,-73.95198,"1919 Avenue U, Brooklyn, NY 11229, United States",1919,Avenue U,Sheepshead Bay,Brooklyn,11229.0,Kings,NY,USA,1,11229,PHARMACY,True,PHARMACY 4 U INC,INDEPENDENT
10051,PHARMACY,PHARMACY 5TH AVE. INC.,FIFTH AVENUE PHARMACY,"1325 5TH AVE. NEW YORK, NY 10029-0000",35655,2017-09-27,2017-09-27,2020-03-03,DISCONTINUED,,,,,False,1.0,1.0,40.79774,-73.94837,"1325 5th Ave, New York, NY 10029, United States",1325,5th Ave,East Harlem,New York,10029.0,New York,NY,USA,1,10029,PHARMACY,True,PHARMACY 5TH AVE INC,INDEPENDENT
10052,PHARMACY,"PHARMACY ALTERNATIVES, LLC",,"45 BECKER RD. WEST HENRIETTA, NY 14586-0000",35353,2017-03-06,2020-03-01,2020-09-29,TRANSFER,,,38012,PHARMACY CORPORATION OF AMERICA/ PHARMERICA,False,1.0,1.0,43.0433676,-77.6742771,"45 Becker Rd, West Henrietta, NY 14586, United States",45,Becker Rd,,West Henrietta,14586.0,Monroe,NY,USA,1,14586,PHARMACY,True,PHARMACY ALTERNATIVES LLC,INDEPENDENT
10053,PHARMACY,PHARMACY ASSOCIATES OF GLENS FALLS INC.,OMNICARE OF BALLSTON SPA,"14 COMMERCE DR BALLSTON SPA, NY 12020-8469",14385,1973-11-05,2019-12-01,2019-11-26,TRANSFER,,,37145,"PHARMACY ASSOCIATES OF GLENS FALLS, LLC/ OMNICARE OF BALLST",False,1.0,1.0,42.97518,-73.83428,"14 Commerce Dr, Ballston Spa, NY 12020, United States",14,Commerce Dr,,Ballston Spa,12020.0,Saratoga,NY,USA,1,12020,PHARMACY,True,PHARMACY ASSOCIATES OF GLENS FALLS INC,INDEPENDENT
10059,PHARMACY,"PHARMACY ASSOCIATES OF GLENS FALLS, LLC",OMNICARE OF BALLSTON SPA,"14 COMMERCE DR. BALLSTON SPA, NY 12020-3631",37145,2019-11-26,2019-11-26,2022-10-31,,40180.0,,,,True,1.0,1.0,42.97518,-73.83428,"14 Commerce Dr, Ballston Spa, NY 12020, United States",14,Commerce Dr,,Ballston Spa,12020.0,Saratoga,NY,USA,1,12020,PHARMACY,True,PHARMACY ASSOCIATES OF GLENS FALLS LLC,INDEPENDENT
10061,PHARMACY,"PHARMACY AT THE WAVE, INC.",,"104 WEST END AVE. BROOKLYN, NY 11235-4809",35052,2016-12-08,2019-12-01,2022-11-30,,46312.0,,,,True,1.0,1.0,40.57912,-73.95357,"104 West End Ave, Brooklyn, NY 11235, United States",104,West End Ave,Manhattan Beach,Brooklyn,11235.0,Kings,NY,USA,1,11235,PHARMACY,True,PHARMACY AT THE WAVE INC,INDEPENDENT
10062,PHARMACY,PHARMACY CENTER INC.,,"341 HALSTEAD AVE. HARRISON, NY 10528-0000",19847,1988-06-15,2013-07-01,2013-09-23,DISCONTINUED,,,,,False,1.0,1.0,40.9693,-73.70942,"341 Halstead Ave, Harrison, NY 10528, United States",341,Halstead Ave,,Harrison,10528.0,Westchester,NY,USA,1,10528,PHARMACY,True,PHARMACY CENTER INC,INDEPENDENT
10063,PHARMACY,PHARMACY CORPORATION OF AMERICA,PHARMERICA,"2355 UNION RD. SUITE 200 CHEEKTOWAGA, NY 14227-2234",34006,2015-11-27,2021-11-01,2024-10-31,,,,,,True,1.0,1.0,42.8759,-78.75264,"2355 Union Rd, Cheektowaga, NY 14227, United States",2355,Union Rd,,Cheektowaga,14227.0,Erie,NY,USA,1,14227,PHARMACY,True,PHARMACY CORPORATION OF AMERICA,INDEPENDENT
10064,PHARMACY,PHARMACY CORPORATION OF AMERICA,PHARMERICA,"45 BECKER RD STE D WEST HENRIETTA, NY 14586-0000",38012,2020-09-30,2020-09-30,2023-08-31,,,,,,True,1.0,1.0,43.0433676,-77.6742771,"45 Becker Rd, West Henrietta, NY 14586, United States",45,Becker Rd,,West Henrietta,14586.0,Monroe,NY,USA,1,14586,PHARMACY,True,PHARMACY CORPORATION OF AMERICA,INDEPENDENT
10065,PHARMACY,PHARMACY DEPOT LLC,,"317 BRIGHTON BEACH AVE BROOKLYN, NY 11235-0000",30569,2011-04-18,2020-04-01,2023-03-31,,50944.0,,,,True,1.0,1.0,40.57732,-73.96362,"317 Brighton Beach Ave, Brooklyn, NY 11235, United States",317,Brighton Beach Ave,Brighton Beach,Brooklyn,11235.0,Kings,NY,USA,1,11235,PHARMACY,True,PHARMACY DEPOT LLC,INDEPENDENT
10067,PHARMACY,PHARMACY EXPRESS LLC.,,"701 FLATBUSH AVE BROOKLYN, NY 11225-0000",27428,2005-09-15,2008-09-01,2010-07-07,DISCONTINUED,,,,,False,1.0,1.0,40.65605,-73.95978,"701 Flatbush Ave, Brooklyn, NY 11225, United States",701,Flatbush Ave,Prospect Lefferts Gardens,Brooklyn,11225.0,Kings,NY,USA,1,11225,PHARMACY,True,PHARMACY EXPRESS LLC,INDEPENDENT
10068,PHARMACY,"PHARMACY IN THE SQUARE, INC.",,"940 UNION RD. WEST SENECA, NY 14224-2332",35725,2017-10-25,2020-10-01,2023-09-30,,36382.0,,,,True,1.0,1.0,42.82648,-78.7535,"940 Union Rd, West Seneca, NY 14224, United States",940,Union Rd,,West Seneca,14224.0,Erie,NY,USA,1,14224,PHARMACY,True,PHARMACY IN THE SQUARE INC,INDEPENDENT
10070,PHARMACY,PHARMACY ON BAY STREET INC,,"1209 BAY ST. STATEN ISLAND, NY 10305-0000",38572,2021-01-22,2021-01-22,2023-12-31,,62211.0,,,,True,1.0,1.0,40.6138,-74.06576,"1209 Bay St, Staten Island, NY 10305, United States",1209,Bay St,Shore Acres,Staten Island,10305.0,Richmond,NY,USA,1,10305,PHARMACY,True,PHARMACY ON BAY STREET INC,INDEPENDENT
10071,PHARMACY,PHARMACY ON FIFTH INC.,RX UNLIMITED,"6914 5TH AVENUE BROOKLYN, NY 11209-1507",26598,2004-04-23,2016-05-01,2016-11-06,DISCONTINUED,,,,,False,1.0,1.0,40.63315,-74.0213,"6914 5th Ave, Brooklyn, NY 11209, United States",6914,5th Ave,Bay Ridge & Fort Hamilton,Brooklyn,11209.0,Kings,NY,USA,1,11209,PHARMACY,True,PHARMACY ON FIFTH INC,INDEPENDENT
10072,PHARMACY,"PHARMACY ON GRAND, INC",,"73-33 GRAND AVE MASPETH, NY 11378-0000",38826,2021-07-08,2021-07-08,2024-06-30,,41555.0,,,,True,1.0,1.0,40.73021,-73.88884,"73-33 Grand Ave, Maspeth, NY 11378, United States",73-33,Grand Ave,Maspeth,Maspeth,11378.0,Queens,NY,USA,1,11378,PHARMACY,True,PHARMACY ON GRAND INC,INDEPENDENT
10081,PHARMACY,"PHARMACY OPERATIONS OF NEW YORK, INC.","MEDICINE SHOPPE, THE","1806 PINE AVE NIAGARA FALLS, NY 14301-0000",28440,2007-05-25,2007-05-25,2009-08-05,TRANSFER,,,29619,"PINE PHARMACY OF NIAGARA FALLS, LLC",False,1.0,1.0,43.09528,-79.03951,"1806 Pine Ave, Niagara Falls, NY 14301, United States",1806,Pine Ave,,Niagara Falls,14301.0,Niagara,NY,USA,1,14301,PHARMACY,False,PHARMACY OPERATIONS OF NEW YORK INC,INDEPENDENT
10082,PHARMACY,"PHARMACY OPERATIONS OF NEW YORK, INC.","MEDICINE SHOPPE, THE","#2 PRICE CHOPPER PLAZA MECHANICVILLE, NY 12118-0000",28489,2007-07-10,2007-07-10,2007-09-13,DISCONTINUED,,,,,False,1.0,1.0,42.90861,-73.6843,"2 Price Chopper Plz, Mechanicville, NY 12118, United States",2,Price Chopper Plz,,Mechanicville,12118.0,Saratoga,NY,USA,1,12118,PHARMACY,False,PHARMACY OPERATIONS OF NEW YORK INC,INDEPENDENT
10083,PHARMACY,"PHARMACY OPERATIONS OF NEW YORK, INC.","MEDICINE SHOPPE, THE","2156 GRAND ISLAND BLVD GRAND ISLAND, NY 14072-0000",28502,2007-07-10,2007-07-10,2008-07-24,DISCONTINUED,,,,,False,1.0,1.0,43.02055,-78.96182,"2156 Grand Island Blvd, Grand Island, NY 14072, United States",2156,Grand Island Blvd,,Grand Island,14072.0,Erie,NY,USA,1,14072,PHARMACY,False,PHARMACY OPERATIONS OF NEW YORK INC,INDEPENDENT
10084,PHARMACY,"PHARMACY OPERATIONS OF NEW YORK, INC.","MEDICINE SHOPPE, THE","12 BANK STREET LEROY, NY 14482-0000",28503,2007-07-10,2007-07-10,2009-08-07,DISCONTINUED,,,,,False,1.0,1.0,42.97679,-77.99045,"12 Bank St, Le Roy, NY 14482, United States",12,Bank St,,Le Roy,14482.0,Genesee,NY,USA,1,14482,PHARMACY,False,PHARMACY OPERATIONS OF NEW YORK INC,INDEPENDENT
10085,PHARMACY,"PHARMACY OPERATIONS OF NEW YORK, INC.","MEDICINE SHOPPE, THE","941 STATE ROUTE 17C OWEGO, NY 13827-0000",28520,2007-08-03,2007-08-03,2009-02-02,TRANSFER,,,,,False,1.0,1.0,42.09946,-76.23511,"941 State Route 17C, Owego, NY 13827, United States",941,State Route 17C,,Owego,13827.0,Tioga,NY,USA,1,13827,PHARMACY,False,PHARMACY OPERATIONS OF NEW YORK INC,INDEPENDENT
10086,PHARMACY,"PHARMACY OPERATIONS OF NEW YORK, INC.","MEDICINE SHOPPE, THE","45 HADJIS WAY SUITE 2 LAKE PLACID, NY 12946-0000",28522,2007-07-20,2007-07-20,2008-01-08,TRANSFER,,,,,False,1.0,1.0,44.29724,-73.99921,"45 Hadjis Way, Lake Placid, NY 12946, United States",45,Hadjis Way,,Lake Placid,12946.0,Essex,NY,USA,1,12946,PHARMACY,False,PHARMACY OPERATIONS OF NEW YORK INC,INDEPENDENT
