recId,type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name,active,SeqNumber,seqLength,displayLatitude,displayLongitude,locationLabel,houseNumber,street,district,city,postalCode,county,state,country,zip_code_match,original_zip,name_short,independent
"9572",PHARMACY,OUR LADY OF LOURDES MEMORIAL HOSPITAL INC.,LOURDES PHARMACY,"3101 SHIPPERS RD. VESTAL, NY 13850-0000","32604",2014-05-19,2020-05-01,2023-04-30,,"52608.0",,,,True,"1.0","1.0","42.10017","-76.00541","3101 Shippers Rd, Vestal, NY 13850, United States","3101",Shippers Rd,,Vestal,"13850.0",Broome,NY,USA,"1","13850",OUR,False
"9573",PHARMACY,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC.",,"C/O PHARMACY 169 RIVERSIDE DR. BINGHAMTON, NY 13905-0000","726",1954-02-01,2022-03-01,2025-02-28,,,,,,True,"1.0","1.0","42.09178","-75.93627","169 Riverside Dr, Binghamton, NY 13905, United States","169",Riverside Dr,,Binghamton,"13905.0",Broome,NY,USA,"1","13905",OUR,False
"9574",PHARMACY,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC.",,"477 W. STATE STREET BINGHAMTON, NY 13901-0000","29413",2009-07-29,2021-07-01,2024-06-30,,"47536.0",,,,True,"1.0","1.0","42.10802","-75.90819","391 W State St, Binghamton, NY 13901, United States","391",W State St,,Binghamton,"13901.0",Broome,NY,USA,"1","13901",OUR,False
"9618",PHARMACY,"OWEGO PHARMACY, INC. THE",THE OWEGO PHARMACY,"1135 ST RT 17C OWEGO, NY 13827-0000","31036",2012-02-14,2021-02-01,2024-01-31,,"39157.0",,,,True,"1.0","1.0","42.09815","-76.23277","1135 RT-17C, Owego, NY 13827, United States","1135",RT-17C,,Owego,"13827.0",Tioga,NY,USA,"1","13827",OWEGO,True
"9637",PHARMACY,P & G PHARMACY INC.,COUNTY LINE PHARMACY,"1111 RTE 110,  UNIT 11-12 EAST FARMINGDALE, NY 11735-0000","17498",1982-07-01,2019-08-01,2022-07-31,,"35671.0",,,,True,"1.0","1.0","40.70889","-73.42785","1111 RT-110, Farmingdale, NY 11735, United States","1111",RT-110,North Amityville,Farmingdale,"11735.0",Suffolk,NY,USA,"1","11735",P,True
"9646",PHARMACY,"P & S PHARMACY, L.L.C.",WURTSBORO PHARMACY,"2930 ROUTE 209 PO BOX 897 WURTSBORO, NY 12790-0000","26302",2003-10-22,2019-11-01,2022-10-31,,,,,,True,"1.0","1.0","41.56559","-74.49773","2930 State Route 209, Wurtsboro, NY 12790, United States","2930",State Route 209,,Wurtsboro,"12790.0",Sullivan,NY,USA,"1","12790",P,True
"9658",PHARMACY,PAAK PHARMACY INC.,112 PHARMACY & SURGICAL,"689 MEDFORD AVE. PATCHOGUE, NY 11772-0000","33702",2015-09-01,2021-09-01,2024-08-31,,"56662.0",,,,True,"1.0","1.0","40.79189","-73.00721","689 Medford Ave, Patchogue, NY 11772, United States","689",Medford Ave,East Patchogue,Patchogue,"11772.0",Suffolk,NY,USA,"1","11772",PAAK,True
"9700",PHARMACY,PARINDA INC.,KINGS PHARMACY,"1054 WEST BEECH ST. EAST ATLANTIC BEACH, NY 11561-1140","30236",2010-08-26,2019-08-01,2022-07-31,,"41654.0",,,,True,"1.0","1.0","40.58582","-73.6989","1054 W Beech St, Long Beach, NY 11561, United States","1054",W Beech St,,Long Beach,"11561.0",Nassau,NY,USA,"1","11561",PARINDA,False
"9709",PHARMACY,"PARK PHARMACY OF HAMMONDSPORT, LLC",PARK PHARMACY OF HAMMONDSPORT,"27 SHETHAR ST. HAMMONDSPORT, NY 14840-0000","31160",2012-03-07,2021-03-01,2024-02-29,,"41446.0",,,,True,"1.0","1.0","42.40928","-77.22198","27 Shethar St, Hammondsport, NY 14840, United States","27",Shethar St,,Hammondsport,"14840.0",Steuben,NY,USA,"1","14840",PARK,True
"9711",PHARMACY,PARK PLACE CHEMISTS INC.,,"200 PANTIGO PLACE SUITE K EAST HAMPTON, NY 11937-0000","16782",1980-05-06,2022-06-01,2025-05-31,,,,,,True,"1.0","1.0","40.96885","-72.17008","200 Pantigo Pl, East Hampton, NY 11937, United States","200",Pantigo Pl,,East Hampton,"11937.0",Suffolk,NY,USA,"1","11937",PARK,True
"9715",PHARMACY,PARK RIDGE APOTHECARY INC.,GENESEE CAMPUS APOTHECARY,"GENESEE CAMPUS APOTHECARY 89 GENESEE ST. ROCHESTER, NY 14611-0000","25528",2002-11-20,2019-12-01,2022-11-30,,,,,,True,"1.0","1.0","43.14837","-77.63714","89 Genesee St, Rochester, NY 14611, United States","89",Genesee St,19th Ward,Rochester,"14611.0",Monroe,NY,USA,"1","14611",PARK,True
"9716",PHARMACY,"PARK RIDGE APOTHECARY, INC.",,"1561 LONG POND RD. SUITE 104 ROCHESTER, NY 14626-0000","19921",1988-08-17,2019-09-01,2022-08-31,,,,,,True,"1.0","1.0","43.1912","-77.70321","1561 Long Pond Rd, Rochester, NY 14626, United States","1561",Long Pond Rd,,Rochester,"14626.0",Monroe,NY,USA,"1","14626",PARK,True
"9725",PHARMACY,PARKER PHARMACY INC.,,"1388 HERTEL AVE. BUFFALO, NY 14216-0000","30772",2011-07-01,2020-07-01,2023-06-30,,"38624.0",,,,True,"1.0","1.0","42.94792","-78.85668","1388 Hertel Ave, Buffalo, NY 14216, United States","1388",Hertel Ave,North Park,Buffalo,"14216.0",Erie,NY,USA,"1","14216",PARKER,True
"9735",PHARMACY,PARKVIEW HEALTH SERVICES LLC,,"1770 COLVIN BLVD BUFFALO, NY 14223-1108","33387",2015-03-23,2021-03-01,2024-02-29,,"60576.0",,,,True,"1.0","1.0","42.98702","-78.85371","1770 Colvin Blvd, Buffalo, NY 14223, United States","1770",Colvin Blvd,Paramount,Buffalo,"14223.0",Erie,NY,USA,"1","14223",PARKVIEW,True
"9738",PHARMACY,"PARKVIEW NIAGARA STREET, LLC",RIVERVIEW PROFESSIONAL PHARMACY,"1050 NIAGARA STREET BUFFALO, NY 14213-0000","36719",2018-07-24,2021-07-01,2024-06-30,,"64136.0",,,,True,"1.0","1.0","42.91214","-78.90055","1050 Niagara St, Buffalo, NY 14213, United States","1050",Niagara St,Front Park,Buffalo,"14213.0",Erie,NY,USA,"1","14213",PARKVIEW,True
"9741",PHARMACY,"PARKWAY DRUGS OF ONEIDA CO., INC.",,"1256 ALBANY ST. UTICA, NY 13501-0000","11054",1965-11-03,2019-12-01,2022-11-30,,"37457.0",,,,True,"1.0","1.0","43.0805","-75.20717","1256 Albany St, Utica, NY 13501, United States","1256",Albany St,,Utica,"13501.0",Oneida,NY,USA,"1","13501",PARKWAY,True
"9742",PHARMACY,"PARKWAY DRUGS OF ONEIDA COUNTY NORTH, INC.",,"350 LELAND AVE UTICA, NY 13502-0000","29028",2008-09-25,2020-09-01,2023-08-31,,"43510.0",,,,True,"1.0","1.0","43.11339","-75.20567","350 Leland Ave, Utica, NY 13502, United States","350",Leland Ave,,Utica,"13502.0",Oneida,NY,USA,"1","13502",PARKWAY,True
"9743",PHARMACY,"PARKWAY DRUGS OF ONEIDA COUNTY SOUTH, INC.",,"485 FRENCH RD. UTICA, NY 13502-0000","20161",1989-06-27,2022-07-01,2025-06-30,,"40303.0",,,,True,"1.0","1.0","43.0849","-75.28217","485 French Rd, Utica, NY 13502, United States","485",French Rd,,Utica,"13502.0",Oneida,NY,USA,"1","13502",PARKWAY,True
"9760",PHARMACY,"PARUL PHARMACY, INC.",RAAN PHARMACY,"48 LOWELL AVE. ISLIP TERRACE, NY 11752-0000","19272",1986-11-07,2019-12-01,2022-11-30,,"35216.0",,,,True,"1.0","1.0","40.7648","-73.17446","48 Lowell Ave, Islip Terrace, NY 11752, United States","48",Lowell Ave,North Great River,Islip Terrace,"11752.0",Suffolk,NY,USA,"1","11752",PARUL,True
"9868",PHARMACY,"PATIENT'S PHARMACY, INC.",,"320 N MAIN ST JAMESTOWN, NY 14701-0000","28570",2007-10-22,2019-10-01,2022-09-30,,"34258.0",,,,True,"1.0","1.0","42.09704","-79.24117","320 N Main St, Jamestown, NY 14701, United States","320",N Main St,,Jamestown,"14701.0",Chautauqua,NY,USA,"1","14701",PATIENT'S,True
"9884",PHARMACY,PBS DRUGS INC.,PRESCRIPTION CENTER OF LONG ISLAND,"126 JACKSON STREET HEMPSTEAD, NY 11550-0000","25409",2002-09-04,2019-10-01,2022-09-30,,"30044.0",,,,True,"1.0","1.0","40.70966","-73.62668","126 Jackson St, Hempstead, NY 11550, United States","126",Jackson St,,Hempstead,"11550.0",Nassau,NY,USA,"1","11550",PBS,True
"9888",PHARMACY,PDL DRUG STORE INC.,WHITE'S OF MONTAUK,"P.O. BOX 940 N/S MONTAUK HWY. @ CIRCLE MONTAUK, NY 11954-0000","16022",1977-12-07,2020-01-01,2022-12-31,,,,,,True,"1.0","1.0","41.0389947","-71.9378973","940 Montauk Hwy, Montauk, NY 11954, United States","940",Montauk Hwy,,Montauk,"11954.0",Suffolk,NY,USA,"1","11954",PDL,True
"9892",PHARMACY,"PEARL RIVER CHEMISTS, INC.",NEIGHBORX PHARMACY AT PEARL RIVER,"139 NORTH MIDDLETOWN RD. PEARL RIVER, NY 10965-2029","31474",2012-09-17,2021-09-01,2024-08-31,,"52689.0",,,,True,"1.0","1.0","41.0647914","-74.0128148","139 N Middletown Rd, Pearl River, NY 10965, United States","139",N Middletown Rd,,Pearl River,"10965.0",Rockland,NY,USA,"1","10965",PEARL,True
"9894",PHARMACY,"PEARL RIVER SHOP-RITE ASSOCIATES, INC.",SHOPRITE PHARMACY OF PEARL RIVER,"C/O PHARMACY 26 N. MIDDLETOWN RD. PEARL RIVER, NY 10965-0000","17400",1982-03-16,2022-04-01,2025-03-31,,,,,,True,"1.0","1.0","41.0608","-74.01187","26 N Middletown Rd, Pearl River, NY 10965, United States","26",N Middletown Rd,,Pearl River,"10965.0",Rockland,NY,USA,"1","10965",PEARL,False
"9899",PHARMACY,PEEKSKILL PHARMACY INC.,BAXTER'S PHARMACY,"950 MAIN ST. PEEKSKILL, NY 10566-0000","17490",1982-06-22,2022-07-01,2025-06-30,,"64071.0",,,,True,"1.0","1.0","41.29181","-73.92084","950 Main St, Peekskill, NY 10566, United States","950",Main St,,Peekskill,"10566.0",Westchester,NY,USA,"1","10566",PEEKSKILL,True
"9902",PHARMACY,"PELELLA APOTHECARY, INC.",HAZARD'S PHARMACY,"290 MAIN ST. CORNWALL, NY 12518-0000","19348",1987-01-12,2022-02-01,2025-01-31,,"29294.0",,,,True,"1.0","1.0","41.43565","-74.03388","290 Main St, Cornwall, NY 12518, United States","290",Main St,,Cornwall,"12518.0",Orange,NY,USA,"1","12518",PELELLA,True
"9915",PHARMACY,PENDLETON STAR PHARMACY INC.,,"6503 CAMPBELL BLVD. LOCKPORT, NY 14094-0000","32351",2013-11-21,2019-11-01,2022-10-31,,"42308.0",,,,True,"1.0","1.0","43.11206","-78.77259","6503 Campbell Blvd, Lockport, NY 14094, United States","6503",Campbell Blvd,,Lockport,"14094.0",Niagara,NY,USA,"1","14094",PENDLETON,True
"9951",PHARMACY,PEOPLE'S CHOICE PHARMACY NY CORP,,"423 JERSEY ST STATEN ISLAND, NY 10301-0000","38967",2021-08-10,2021-08-10,2024-07-31,,"66419.0",,,,True,"1.0","1.0","40.63808","-74.08733","423 Jersey St, Staten Island, NY 10301, United States","423",Jersey St,St. George,Staten Island,"10301.0",Richmond,NY,USA,"1","10301",PEOPLE'S,True
"9962",PHARMACY,PERNA-NIAGARA INC.,TOPS MARKET #113,"C/O PHARMACY 425 NIAGARA ST. BUFFALO, NY 14201-0000","25741",2003-04-03,2022-05-01,2025-04-30,,,,,,True,"1.0","1.0","42.89624","-78.88657","425 Niagara St, Buffalo, NY 14201, United States","425",Niagara St,Lakeview,Buffalo,"14201.0",Erie,NY,USA,"1","14201",PERNA-NIAGARA,False
"9969",PHARMACY,PERSONALIZED PRESCRIPTIONS INC.,,"60 EAST INDUSTRY COURT 4TH FLR. STE. 4B DEER PARK, NY 11729-4728","36667",2018-06-21,2021-06-01,2024-05-31,,,,,,True,"1.0","1.0","40.76244","-73.29753","60 E Industry Ct, Deer Park, NY 11729, United States","60",E Industry Ct,Deer Park,Deer Park,"11729.0",Suffolk,NY,USA,"1","11729",PERSONALIZED,True
"9971",PHARMACY,PET DRUG STORE INC.,,"700 UNION PARKWAY STE 6 RONKONKOMA, NY 11779-0000","38786",2021-06-21,2021-06-21,2024-05-31,,,,,,True,"1.0","1.0","40.79156","-73.12128","700 Union Pkwy, Ronkonkoma, NY 11779, United States","700",Union Pkwy,Ronkonkoma,Ronkonkoma,"11779.0",Suffolk,NY,USA,"1","11779",PET,True
"9973",PHARMACY,"PETCARERX, INC.",,"C/O PHARMACY 52 MERTON AVE. LYNBROOK, NY 11563-0000","24631",2000-04-04,2022-05-01,2025-04-30,,,,,,True,"1.0","1.0","40.65563","-73.6587","52 Merton Ave, Lynbrook, NY 11563, United States","52",Merton Ave,,Lynbrook,"11563.0",Nassau,NY,USA,"1","11563","PETCARERX,",True
"9979",PHARMACY,"PETERS, COLIN A.",PETERS PHARMACY OF NARROWSBURG,"PETERS PHARMACY OF NARROWSBURG 141 KIRK ROAD NARROWSBURG, NY 12764-0000","21193",1992-01-03,2022-02-01,2025-01-31,,,,,,True,"1.0","1.0","41.61291","-75.0567","141 Kirk Rd, Narrowsburg, NY 12764, United States","141",Kirk Rd,,Narrowsburg,"12764.0",Sullivan,NY,USA,"1","12764","PETERS,",True
"10012",PHARMACY,"PETNET SOLUTIONS, INC.",,"14 WALKER WAY ALBANY, NY 12205-0000","25738",2003-06-05,2019-07-01,2022-06-30,,"34717.0",,,,True,"1.0","1.0","42.71604","-73.83897","14 Walker Way, Albany, NY 12205, United States","14",Walker Way,,Albany,"12205.0",Albany,NY,USA,"1","12205",PETNET,True
"10016",PHARMACY,PHAMCO INC.,COLONIAL DRUGS & SURGICALS,"100 FRONT ST. GREENPORT, NY 11944-0000","25440",2002-09-17,2019-10-01,2022-09-30,,"66612.0",,,,True,"1.0","1.0","41.10261","-72.36069","100 Front St, Greenport, NY 11944, United States","100",Front St,,Greenport,"11944.0",Suffolk,NY,USA,"1","11944",PHAMCO,True
"10036",PHARMACY,PHARMACEUTIC LABS LLC.,,"15 WALKER WAY ALBANY, NY 12205-0000","33020",2014-09-29,2020-09-01,2023-08-31,,"46481.0",,,,True,"1.0","1.0","42.71634","-73.84","15 Walker Way, Albany, NY 12205, United States","15",Walker Way,,Albany,"12205.0",Albany,NY,USA,"1","12205",PHARMACEUTIC,True
"10059",PHARMACY,"PHARMACY ASSOCIATES OF GLENS FALLS, LLC",OMNICARE OF BALLSTON SPA,"14 COMMERCE DR. BALLSTON SPA, NY 12020-3631","37145",2019-11-26,2019-11-26,2022-10-31,,"40180.0",,,,True,"1.0","1.0","42.97518","-73.83428","14 Commerce Dr, Ballston Spa, NY 12020, United States","14",Commerce Dr,,Ballston Spa,"12020.0",Saratoga,NY,USA,"1","12020",PHARMACY,True
"10063",PHARMACY,PHARMACY CORPORATION OF AMERICA,PHARMERICA,"2355 UNION RD. SUITE 200 CHEEKTOWAGA, NY 14227-2234","34006",2015-11-27,2021-11-01,2024-10-31,,,,,,True,"1.0","1.0","42.8759","-78.75264","2355 Union Rd, Cheektowaga, NY 14227, United States","2355",Union Rd,,Cheektowaga,"14227.0",Erie,NY,USA,"1","14227",PHARMACY,True
"10064",PHARMACY,PHARMACY CORPORATION OF AMERICA,PHARMERICA,"45 BECKER RD STE D WEST HENRIETTA, NY 14586-0000","38012",2020-09-30,2020-09-30,2023-08-31,,,,,,True,"1.0","1.0","43.0433676","-77.6742771","45 Becker Rd, West Henrietta, NY 14586, United States","45",Becker Rd,,West Henrietta,"14586.0",Monroe,NY,USA,"1","14586",PHARMACY,True
"10068",PHARMACY,"PHARMACY IN THE SQUARE, INC.",,"940 UNION RD. WEST SENECA, NY 14224-2332","35725",2017-10-25,2020-10-01,2023-09-30,,"36382.0",,,,True,"1.0","1.0","42.82648","-78.7535","940 Union Rd, West Seneca, NY 14224, United States","940",Union Rd,,West Seneca,"14224.0",Erie,NY,USA,"1","14224",PHARMACY,True
"10070",PHARMACY,PHARMACY ON BAY STREET INC,,"1209 BAY ST. STATEN ISLAND, NY 10305-0000","38572",2021-01-22,2021-01-22,2023-12-31,,"62211.0",,,,True,"1.0","1.0","40.6138","-74.06576","1209 Bay St, Staten Island, NY 10305, United States","1209",Bay St,Shore Acres,Staten Island,"10305.0",Richmond,NY,USA,"1","10305",PHARMACY,True
"10108",PHARMACY,PHARMALOGIC SYRACUSE LLC,,"6464 RIDING ROAD SYRACUSE, NY 13206-0000","24678",2000-04-24,2022-05-01,2025-04-30,,"47861.0",,,,True,"1.0","1.0","43.08447","-76.10828","6464 Ridings Rd, Syracuse, NY 13206, United States","6464",Ridings Rd,,Syracuse,"13206.0",Onondaga,NY,USA,"1","13206",PHARMALOGIC,True
"10109",PHARMACY,"PHARMALOGIC SYRACUSE, LLC",,"14 WALKER WAY SUITE 5 ALBANY, NY 12205-0000","28472",2007-08-24,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","42.71604","-73.83897","14 Walker Way, Albany, NY 12205, United States","14",Walker Way,,Albany,"12205.0",Albany,NY,USA,"1","12205",PHARMALOGIC,True
"10138",PHARMACY,"PHARMKO, INC.",,"298 CENTRAL AVE. LAWRENCE, NY 11559-0000","38192",2020-06-11,2020-06-11,2023-05-31,,"40446.0",,,,True,"1.0","1.0","40.61742","-73.73056","298 Central Ave, Lawrence, NY 11559, United States","298",Central Ave,,Lawrence,"11559.0",Nassau,NY,USA,"1","11559","PHARMKO,",True
"10142",PHARMACY,PHARMSCRIPT LLC,,"441 COMMERCE RD. SUITE 2 VESTAL, NY 13850-2242","30935",2011-12-12,2020-12-01,2023-11-30,,,,,,True,"1.0","1.0","42.10708","-75.98333","441 Commerce Rd, Vestal, NY 13850, United States","441",Commerce Rd,,Vestal,"13850.0",Broome,NY,USA,"1","13850",PHARMSCRIPT,True
"10147",PHARMACY,PHELPS HOMETOWN PHARMACY LLC,,"110 MAIN ST. PHELPS, NY 14532-0000","30494",2011-01-13,2020-01-01,2022-12-31,,,Type :  PHARMACY             Legal Name :  PHELPS HOMETOWN PHARMACY LLC                       Trade Name :  Street Address :   110 MAIN ST.,,,True,"1.0","1.0","42.95803","-77.05787","110 Main St, Phelps, NY 14532, United States","110",Main St,,Phelps,"14532.0",Ontario,NY,USA,"1","14532",PHELPS,True
"10148",PHARMACY,PHELPS MEMORIAL HOSPITAL ASSOCIATION,,"C/O PHARMACY 701 NORTH BROADWAY SLEEPY HOLLOW, NY 10591-1096","6630",1956-01-10,2022-02-01,2025-01-31,,,,,,True,"1.0","1.0","41.1088","-73.86241","701 N Broadway, Sleepy Hollow, NY 10591, United States","701",N Broadway,,Sleepy Hollow,"10591.0",Westchester,NY,USA,"1","10591",PHELPS,False
"10149",PHARMACY,PHELPS MEMORIAL HOSPITAL ASSOCIATION,VIVO HEALTH PHARMACY AT PHELPS,"C/O PHARMACY 777 NO BROADWAY SLEEPY HOLLOW, NY 10591-0000","28009",2006-10-25,2021-09-01,2024-08-31,,,,,,True,"1.0","1.0","41.10867","-73.85911","777 N Broadway, Sleepy Hollow, NY 10591, United States","777",N Broadway,,Sleepy Hollow,"10591.0",Westchester,NY,USA,"1","10591",PHELPS,False
"10151",PHARMACY,PHILLIPS FAMILY CANCER CENTER,,"740 COUNTY ROAD 39 A SOUTHAMPTON, NY 11968-5090","37848",2019-11-15,2019-11-15,2022-10-31,,"40205.0",,,,True,"1.0","1.0","40.8938279","-72.4228794","740 County Road 39, Southampton, NY 11968, United States","740",County Road 39,,Southampton,"11968.0",Suffolk,NY,USA,"1","11968",PHILLIPS,True
"10158",PHARMACY,"PHS NFM, LLC",PARKVIEW RX NIAGARA FALLS,"621 10TH STREET SUITE 172 NIAGARA FALLS, NY 14302-1813","38856",2021-05-24,2021-05-24,2024-04-30,,,,,,True,"1.0","1.0","43.09393","-79.04988","621 10th St, Niagara Falls, NY 14301, United States","621",10th St,,Niagara Falls,"14301.0",Niagara,NY,USA,"0","14302",PHS,True
"10167",PHARMACY,PILGRIM PSYCHIATRIC CENTER,,"C/O PHARMACY 998 CROOKED HILL RD. BRENTWOOD, NY 11717-0000","6520",1936-01-01,2022-02-01,2025-01-31,,,,,,True,"1.0","1.0","40.79259","-73.29297","998 Crooked Hill Rd, Brentwood, NY 11717, United States","998",Crooked Hill Rd,,Brentwood,"11717.0",Suffolk,NY,USA,"1","11717",PILGRIM,True
"10175",PHARMACY,"PINE BUSH PHARMACY, INC.",PINE BUSH PHARMACY,"2412 STATE ROUTE 52 STE 5 PINE BUSH, NY 12566-7037","25835",2003-05-07,2022-06-01,2025-05-31,,,,,,True,"1.0","1.0","41.6062736","-74.2955827","2412 State Route 52, Pine Bush, NY 12566, United States","2412",State Route 52,,Pine Bush,"12566.0",Orange,NY,USA,"1","12566",PINE,True
"10179",PHARMACY,PINE HILL HOMETOWN PHARMACY INC.,,"2949 STATE ROUTE 370 CATO, NY 13033-0000","33240",2014-11-06,2020-11-01,2023-10-31,,"36217.0",,,,True,"1.0","1.0","43.16924","-76.54477","2949 State Route 370, Cato, NY 13033, United States","2949",State Route 370,,Cato,"13033.0",Cayuga,NY,USA,"1","13033",PINE,True
"10181",PHARMACY,PINE PHARMACEUTICALS LLC.,,"355 RIVERWALK PARKWAY TONAWANDA, NY 14150-0000","32992",2014-09-16,2020-09-01,2023-08-31,,"56092.0",,,,True,"1.0","1.0","42.99777","-78.91508","355 Riverwalk Pkwy, Tonawanda, NY 14150, United States","355",Riverwalk Pkwy,,Tonawanda,"14150.0",Erie,NY,USA,"1","14150",PINE,True
"10183",PHARMACY,"PINE PHARMACY AND HOME CARE PRODUCTS CENTER, INC.",PINE PHARMACY,"5110 MAIN ST. STORE # 101 WILLIAMSVILLE, NY 14221-0000","26390",2004-03-19,2022-04-01,2025-03-31,,,,,,True,"1.0","1.0","42.96007","-78.7624","5110 Main St, Buffalo, NY 14221, United States","5110",Main St,,Buffalo,"14221.0",Erie,NY,USA,"1","14221",PINE,True
"10187",PHARMACY,"PINE PLAINS PHARMACY, INC.",MATRAGRANO-ROBINSON PHARMACY,"2965 CHURCH ST PINE PLAINS, NY 12567-5547","19013",1986-03-18,2022-04-01,2025-03-31,,"37648.0",,,,True,"1.0","1.0","41.98004","-73.65654","2965 Church St, Pine Plains, NY 12567, United States","2965",Church St,Hammertown,Pine Plains,"12567.0",Dutchess,NY,USA,"1","12567",PINE,True
"10205",PHARMACY,PJ PHARMACY INC,PORT JEFFERSON PHARMACY,"1043 ROUTE 112 PORT JEFFERSON STATION, NY 11776-0000","39209",2021-11-29,2021-11-29,2024-10-31,,"68298.0",,,,True,"1.0","1.0","40.9234748","-73.0456095","1043 Route 112, Port Jefferson Station, NY 11776, United States","1043",Route 112,,Port Jefferson Station,"11776.0",Suffolk,NY,USA,"1","11776",PJ,True
"10210",PHARMACY,"PLAINVIEW FAMILY PHARMACY, INC.",,"142A MANETTO HILL ROAD PLAINVIEW, NY 11803-0000","24384",1999-07-13,2022-08-01,2025-07-31,,"36552.0",,,,True,"1.0","1.0","40.7823266","-73.4726765","142 Manetto Hill Rd, Plainview, NY 11803, United States","142",Manetto Hill Rd,,Plainview,"11803.0",Nassau,NY,USA,"1","11803",PLAINVIEW,True
"10211",PHARMACY,PLAINVIEW HOSPITAL,,"C/O PHARMACY 888 OLD COUNTRY RD. PLAINVIEW, NY 11803-0000","18475",1984-09-18,2019-10-01,2022-09-30,,,,,,True,"1.0","1.0","40.77507","-73.47845","888 Old Country Rd, Plainview, NY 11803, United States","888",Old Country Rd,,Plainview,"11803.0",Nassau,NY,USA,"1","11803",PLAINVIEW,False
"10221",PHARMACY,"PLEASANT VALLEY CHEMISTS, INC.",NEIGHBORX PHARMACY AT PLEASANT VALLEY,"13 NORTH AVE. SUITE 1 P.O BOX 676 PLEASANT VALLEY, NY 12569-0000","31730",2013-02-11,2022-02-01,2025-01-31,,,,,,True,"1.0","1.0","41.74528","-73.82572","13 North Ave, Pleasant Valley, NY 12569, United States","13",North Ave,,Pleasant Valley,"12569.0",Dutchess,NY,USA,"1","12569",PLEASANT,True
"10228",PHARMACY,PMJ PHARMACY CORP.,CARMAN DRUGS,"570 WESTBURY AVENUE CARLE PLACE, NY 11514-1747","33949",2015-10-23,2021-10-01,2024-09-30,,"47845.0",,,,True,"1.0","1.0","40.7514","-73.60301","570 Westbury Ave, Carle Place, NY 11514, United States","570",Westbury Ave,,Carle Place,"11514.0",Nassau,NY,USA,"1","11514",PMJ,True
"10229",PHARMACY,"PMY, LLC",XPRESSCARE PHARMACY,"419 FOREST AVE STATEN ISLAND, NY 10301-0000","39174",2021-12-21,2021-12-21,2024-11-30,,"63493.0",,,,True,"1.0","1.0","40.63096","-74.10335","419 Forest Ave, Staten Island, NY 10301, United States","419",Forest Ave,West Brighton,Staten Island,"10301.0",Richmond,NY,USA,"1","10301","PMY,",True
"10230",PHARMACY,"PNY, INC.",SPRING VALLEY DRUG,"180 EAST CENTRAL AVE. RT. 59 SPRING VALLEY, NY 10977-0000","23761",1998-08-21,2019-09-01,2022-08-31,,,,,,True,"1.0","1.0","41.10903","-74.0413","180 E Central Ave, Spring Valley, NY 10977, United States","180",E Central Ave,,Spring Valley,"10977.0",Rockland,NY,USA,"1","10977","PNY,",True
"10232",PHARMACY,POINT LOOKOUT PHARMACY LLC,GELO'S POINT PHARMACY,"62 LIDO BLVD POINT LOOKOUT, NY 11569-0000","39297",2022-01-05,2022-01-05,2024-12-31,,"33116.0",,,,True,"1.0","1.0","40.59234","-73.58125","62 Lido Blvd, Point Lookout, NY 11569, United States","62",Lido Blvd,,Point Lookout,"11569.0",Nassau,NY,USA,"1","11569",POINT,True
"10243",PHARMACY,"POPULAR PHARMACY, INC.",BROOKHAVEN PHARMACY,"350-8 E. MAIN ST. PATCHOGUE, NY 11772-0000","17823",1983-07-06,2019-08-01,2022-07-31,,"48348.0",,,,True,"1.0","2.0","40.76631","-73.00307","350 E Main St, Patchogue, NY 11772, United States","350",E Main St,East Patchogue,Patchogue,"11772.0",Suffolk,NY,USA,"1","11772",POPULAR,True
"10246",PHARMACY,PORT EWEN RX INC.,PORT EWEN PHARMACY,"177 BROADWAY PORT EWEN, NY 12466-0000","32682",2014-07-07,2020-07-01,2023-06-30,,"63641.0",,,,True,"1.0","1.0","41.90666","-73.97631","177 Broadway, Port Ewen, NY 12466, United States","177",Broadway,,Port Ewen,"12466.0",Ulster,NY,USA,"1","12466",PORT,True
"10249",PHARMACY,PORT JERVIS PHARMACY LLC,,"15 JERSEY AVENUE SUITE 2 PORT JERVIS, NY 12771-0000","36938",2018-10-31,2021-10-01,2024-09-30,,,,,,True,"1.0","1.0","41.37263","-74.69158","15 Jersey Ave, Port Jervis, NY 12771, United States","15",Jersey Ave,,Port Jervis,"12771.0",Orange,NY,USA,"1","12771",PORT,True
"10250",PHARMACY,PORT SALEM PHARMACY CORP.,SALEM DRUGS,"475 PORT WASHINGTON BLVD. #8 PORT WASHINGTON, NY 11050-0000","19500",1987-07-29,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","40.82328","-73.68124","475 Port Washington Blvd, Port Washington, NY 11050, United States","475",Port Washington Blvd,,Port Washington,"11050.0",Nassau,NY,USA,"1","11050",PORT,True
