recId,type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name,active,SeqNumber,seqLength,displayLatitude,displayLongitude,locationLabel,houseNumber,street,district,city,postalCode,county,state,country,zip_code_match,original_zip,name_short,independent,name_simplified,category,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,is_hpsa
13872,PHARMACY,"WALGREEN EASTERN CO., INC",WALGREENS,"C/O PHARMACY 4999 STATE HIGHWAY 30 AMSTERDAM, NY 12010-0000",28917,2008-04-08,2019-08-01,2022-07-31,,,,,,True,1.0,1.0,42.95958,-74.18488,"4999 State Highway 30, Amsterdam, NY 12010, United States",4999,State Highway 30,,Amsterdam,12010.0,Montgomery,NY,USA,1,12010,WALGREEN,False,WALGREEN EASTERN CO INC,MAJOR CHAIN,POINT (-74.18488 42.95958),1876,36,057,072100,36057072100,721,Census Tract 721,G5020,S,76771613,1896358,+42.9555653,-074.1660752,True
3201,PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #10689,"1064 WILMOT RD. SCARSDALE, NY 10583-3454",35436,2017-06-13,2021-11-01,2024-10-31,,67997.0,,,,True,1.0,1.0,40.98475,-73.7775,"1064 Wilmot Rd, Scarsdale, NY 10583, United States",1064,Wilmot Rd,,Scarsdale,10583.0,Westchester,NY,USA,1,10583,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-73.7775 40.98475),1228,36,119,006801,36119006801,68.01,Census Tract 68.01,G5020,S,3523955,8494,+40.9740978,-073.7847261,False
12595,PHARMACY,"STRATTON SCARSDALE PHARMACY, INC.",STRATTON PHARMACY,"1467 WEAVER ST. SCARSDALE, NY 10583-0000",21749,1993-07-23,2019-08-01,2022-07-31,,39983.0,,,,True,1.0,1.0,40.98069,-73.77652,"1467 Weaver St, Scarsdale, NY 10583, United States",1467,Weaver St,,Scarsdale,10583.0,Westchester,NY,USA,1,10583,STRATTON,True,STRATTON SCARSDALE PHARMACY INC,INDEPENDENT,POINT (-73.77652 40.98069),1228,36,119,006801,36119006801,68.01,Census Tract 68.01,G5020,S,3523955,8494,+40.9740978,-073.7847261,False
3202,PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY 17289,"500 SKYVIEW CENTRE PKWY ROCHESTER, NY 14622-2466",34198,2016-04-29,2021-11-01,2024-10-31,,65445.0,,,,True,1.0,1.0,43.16743,-77.63298,"Parkway, Rochester, NY 14608, United States",,Parkway,Edgerton,Rochester,14608.0,Monroe,NY,USA,0,14622,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-77.63298 43.16743),5044,36,055,000200,36055000200,2,Census Tract 2,G5020,S,1434049,58924,+43.1641194,-077.6251418,True
11830,PHARMACY,SARATOGA RX LLC.,SARATOGA PHARMACY,"192 LYELL AVENUE ROCHESTER, NY 14608-1317",32944,2014-07-15,2020-07-01,2023-06-30,,48463.0,,,,True,1.0,1.0,43.16476,-77.62973,"192 Lyell Ave, Rochester, NY 14608, United States",192,Lyell Ave,Edgerton,Rochester,14608.0,Monroe,NY,USA,1,14608,SARATOGA,True,SARATOGA RX LLC,INDEPENDENT,POINT (-77.62973 43.16476),5044,36,055,000200,36055000200,2,Census Tract 2,G5020,S,1434049,58924,+43.1641194,-077.6251418,True
3203,PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY 16403,"1750 WALDEN AVENUE CHEEKTOWAGA, NY 14225-0000",34157,2016-06-10,2021-11-01,2024-10-31,,59290.0,,,,True,1.0,1.0,42.91086,-78.77209,"1750 Walden Ave, Cheektowaga, NY 14225, United States",1750,Walden Ave,,Cheektowaga,14225.0,Erie,NY,USA,1,14225,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-78.77209 42.91086),295,36,029,010700,36029010700,107,Census Tract 107,G5020,S,5698382,0,+42.9095064,-078.7734396,True
10781,PHARMACY,"RITE AID DRUG PALACE, INC.",RITE AID PHARMACY,"C/O PHARMACY 3950 UNION RD. CHEEKTOWAGA, NY 14225-0000",18865,1985-11-13,2019-10-01,2022-09-30,,,,,,True,1.0,1.0,42.92144,-78.75472,"3950 Union Rd, Cheektowaga, NY 14225, United States",3950,Union Rd,,Cheektowaga,14225.0,Erie,NY,USA,1,14225,RITE,False,RITE AID DRUG PALACE INC,MAJOR CHAIN,POINT (-78.75472 42.92144),295,36,029,010700,36029010700,107,Census Tract 107,G5020,S,5698382,0,+42.9095064,-078.7734396,True
12125,PHARMACY,"SISTERS OF CHARITY HOSPITAL OF BUFFALO, N.Y",,"ST. JOSEPH CAMPUS 2605 HARLEM RD. CHEEKTOWAGA, NY 14225-0000",29489,2009-06-01,2021-06-01,2024-05-31,,,,,,True,1.0,1.0,42.91496,-78.78418,"2605 Harlem Rd, Cheektowaga, NY 14225, United States",2605,Harlem Rd,,Cheektowaga,14225.0,Erie,NY,USA,1,14225,SISTERS,False,SISTERS OF CHARITY HOSPITAL OF BUFFALO NY,HEALTHCARE,POINT (-78.78418 42.91496),295,36,029,010700,36029010700,107,Census Tract 107,G5020,S,5698382,0,+42.9095064,-078.7734396,True
13060,PHARMACY,"TOPS MARKETS, LLC",TOPS,"C/O PHARMACY 700 THRUWAY PLAZA DR. CHEEKTOWAGA, NY 14225-0000",24474,1999-09-14,2019-10-01,2022-09-30,,,,,,True,1.0,1.0,42.9036178,-78.7810826,"700 Thruway Plaza Dr, Cheektowaga, NY 14225, United States",700,Thruway Plaza Dr,,Cheektowaga,14225.0,Erie,NY,USA,1,14225,TOPS,False,TOPS MARKETS LLC,MAJOR CHAIN,POINT (-78.7810826 42.9036178),295,36,029,010700,36029010700,107,Census Tract 107,G5020,S,5698382,0,+42.9095064,-078.7734396,True
3208,PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY #17660,"500 WEST SUNRISE HWY VALLEY STREAM, NY 11581-0000",34209,2016-05-09,2021-11-01,2024-10-31,,,"Type :  PHARMACY             Legal Name :  CVS ALBANY, LLC                                    Trade Name :  CVS PHARMACY #17660                                Street Address :   500 WEST SUNRISE HWY",,,True,1.0,1.0,40.66438,-73.71974,"500 W Sunrise Hwy, Valley Stream, NY 11581, United States",500,W Sunrise Hwy,,Valley Stream,11581.0,Nassau,NY,USA,1,11581,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-73.71974 40.66438),1063,36,059,410400,36059410400,4104,Census Tract 4104,G5020,S,1434556,0,+40.6669926,-073.7188309,False
4414,PHARMACY,"EMBLEMHEALTH SERVICES COMPANY, LLC.",,"C/O PHARMACY 260 WEST SUNRISE HIGHWAY VALLEY STREAM, NY 11581-0000",21961,1993-12-21,2017-01-01,2018-11-15,DISCONTINUED,,,,,False,1.0,1.0,40.6616,-73.7097,"260 W Sunrise Hwy, Valley Stream, NY 11581, United States",260,W Sunrise Hwy,,Valley Stream,11581.0,Nassau,NY,USA,1,11581,EMBLEMHEALTH,False,EMBLEMHEALTH SERVICES COMPANY LLC,HEALTHCARE,POINT (-73.7097 40.6616),1063,36,059,410400,36059410400,4104,Census Tract 4104,G5020,S,1434556,0,+40.6669926,-073.7188309,False
13843,PHARMACY,WALGREEN EASTERN CO INC.,WALGREENS,"290 WEST MERRICK ROAD VALLEY STREAM, NY 11580-0000",34045,2016-01-15,2019-08-01,2022-07-31,,67335.0,,,,True,1.0,1.0,40.66746,-73.70858,"290 W Merrick Rd, Valley Stream, NY 11580, United States",290,W Merrick Rd,,Valley Stream,11580.0,Nassau,NY,USA,1,11580,WALGREEN,False,WALGREEN EASTERN CO INC,MAJOR CHAIN,POINT (-73.70858 40.66746),1063,36,059,410400,36059410400,4104,Census Tract 4104,G5020,S,1434556,0,+40.6669926,-073.7188309,False
3209,PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #16976,"2001 SOUTH ROAD POUGHKEEPSIE, NY 12601-0000",34192,2016-04-01,2021-11-01,2024-10-31,,66429.0,,,,True,1.0,1.0,41.62729,-73.91772,"2001 South Rd, Poughkeepsie, NY 12601, United States",2001,South Rd,,Poughkeepsie,12601.0,Dutchess,NY,USA,1,12601,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-73.91772 41.62729),1009,36,027,140801,36027140801,1408.01,Census Tract 1408.01,G5020,S,7929449,2361999,+41.6040467,-073.9324566,False
12038,PHARMACY,"SHOP-RITE SUPERMARKETS, INC.",SHOPRITE PHARMACY,"1895 SOUTH ROAD SUITE 3B POUGHKEEPSIE, NY 12601-0000",27974,2006-07-19,2018-06-01,2021-02-16,DISCONTINUED,,,,,False,1.0,1.0,41.6173,-73.91967,"1895 South Rd, Poughkeepsie, NY 12601, United States",1895,South Rd,,Poughkeepsie,12601.0,Dutchess,NY,USA,1,12601,SHOP-RITE,False,SHOP-RITE SUPERMARKETS INC,MAJOR CHAIN,POINT (-73.91967 41.6173),1009,36,027,140801,36027140801,1408.01,Census Tract 1408.01,G5020,S,7929449,2361999,+41.6040467,-073.9324566,False
3210,PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY 17556,"3181 CHILI AVE ROCHESTER, NY 14624-0000",34271,2016-04-29,2021-11-01,2024-10-31,,47182.0,,,,True,1.0,1.0,43.10483,-77.74674,"3181 Chili Ave, Rochester, NY 14624, United States",3181,Chili Ave,,Rochester,14624.0,Monroe,NY,USA,1,14624,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-77.74674 43.10483),893,36,055,014602,36055014602,146.02,Census Tract 146.02,G5020,S,51491952,810828,+43.0744693,-077.7435876,False
6566,PHARMACY,INNOVATIVE SERVICES INC.,UPSTATE HOMECARE,"200 AIRPARK DRIVE. SUITE 100 ROCHESTER, NY 14624-0000",28984,2008-08-26,2020-08-01,2023-07-31,,,,,,True,1.0,1.0,43.11568,-77.65796,"200 Airpark Dr, Rochester, NY 14624, United States",200,Airpark Dr,,Rochester,14624.0,Monroe,NY,USA,1,14624,INNOVATIVE,True,INNOVATIVE SERVICES INC,INDEPENDENT,POINT (-77.65796 43.11568),893,36,055,014602,36055014602,146.02,Census Tract 146.02,G5020,S,51491952,810828,+43.0744693,-077.7435876,False
14479,PHARMACY,"WEGMAN'S FOOD MARKETS, INC.",,"C/O PHARMACY 3175 CHILI AVE. ROCHESTER, NY 14624-0000",21998,1994-01-24,2020-01-01,2022-12-31,,,,,,True,1.0,1.0,43.10696,-77.7454,"3175 Chili Ave, Rochester, NY 14624, United States",3175,Chili Ave,,Rochester,14624.0,Monroe,NY,USA,1,14624,WEGMAN'S,False,WEGMAN'S FOOD MARKETS INC,MAJOR CHAIN,POINT (-77.7454 43.10696),893,36,055,014602,36055014602,146.02,Census Tract 146.02,G5020,S,51491952,810828,+43.0744693,-077.7435876,False
3211,PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #10904,"812 FOREST AVE. STATEN ISLAND, NY 10310-0000",35326,2017-05-25,2018-11-01,2019-04-01,DISCONTINUED,,,,,False,1.0,1.0,40.62882,-74.11636,"812 Forest Ave, Staten Island, NY 10310, United States",812,Forest Ave,West Brighton,Staten Island,10310.0,Richmond,NY,USA,1,10310,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-74.11636 40.62882),3495,36,085,012500,36085012500,125,Census Tract 125,G5020,S,461075,0,+40.6286776,-074.1188468,True
3212,PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY #10040,"1217 NEPPERHAN AVE. YONKERS, NY 10703-3016",34863,2016-11-17,2021-11-01,2024-10-31,,47321.0,,,,True,1.0,1.0,40.96579,-73.87306,"1217 Nepperhan Ave, Yonkers, NY 10703, United States",1217,Nepperhan Ave,Northwest Yonkers,Yonkers,10703.0,Westchester,NY,USA,1,10703,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-73.87306 40.96579),790,36,119,000802,36119000802,8.02,Census Tract 8.02,G5020,S,818618,0,+40.9572942,-073.8762893,True
14167,PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"C/O PHARMACY 1230 NEPPERHAN AVE YONKERS, NY 10703-0000",20128,1989-04-14,2019-08-01,2022-07-31,,,,,,True,1.0,1.0,40.9653,-73.87181,"1230 Nepperhan Ave, Yonkers, NY 10703, United States",1230,Nepperhan Ave,Northwest Yonkers,Yonkers,10703.0,Westchester,NY,USA,1,10703,WALGREEN,False,WALGREEN EASTERN CO INC,MAJOR CHAIN,POINT (-73.87181 40.9653),790,36,119,000802,36119000802,8.02,Census Tract 8.02,G5020,S,818618,0,+40.9572942,-073.8762893,True
3214,PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY 16740,"519 GATEWAY DRIVE BROOKLYN, NY 11239-0000",34152,2016-05-09,2021-11-01,2024-10-31,,67166.0,,,,True,1.0,1.0,40.65278,-73.86951,"519 Gateway Dr, Brooklyn, NY 11239, United States",519,Gateway Dr,Spring Creek,Brooklyn,11239.0,Kings,NY,USA,1,11239,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-73.86951 40.65278),2483,36,047,107001,36047107001,1070.01,Census Tract 1070.01,G5020,S,1207191,0,+40.6542169,-073.8707183,False
5329,PHARMACY,GATEWAY PHARMACY INC.,,"1184 ELTON STREET BROOKLYN, NY 11239-0000",35123,2016-12-08,2019-12-01,2022-11-30,,45402.0,,,,True,1.0,1.0,40.65547,-73.87352,"1184 Elton St, Brooklyn, NY 11239, United States",1184,Elton St,Spring Creek,Brooklyn,11239.0,Kings,NY,USA,1,11239,GATEWAY,True,GATEWAY PHARMACY INC,INDEPENDENT,POINT (-73.87352 40.65547),2483,36,047,107001,36047107001,1070.01,Census Tract 1070.01,G5020,S,1207191,0,+40.6542169,-073.8707183,False
5330,PHARMACY,"GATEWAY SHOPRITE ASSOCIATES, LLC.",SHOPRITE OF GATEWAY CENTER,"590 GATEWAY DR. BROOKLYN, NY 11239-0000",32983,2014-09-08,2014-09-08,2017-07-29,DISCONTINUED,,,,,False,1.0,1.0,40.65201,-73.86902,"590 Gateway Dr, Brooklyn, NY 11239, United States",590,Gateway Dr,Spring Creek,Brooklyn,11239.0,Kings,NY,USA,1,11239,GATEWAY,True,GATEWAY SHOPRITE ASSOCIATES LLC,MAJOR CHAIN,POINT (-73.86902 40.65201),2483,36,047,107001,36047107001,1070.01,Census Tract 1070.01,G5020,S,1207191,0,+40.6542169,-073.8707183,False
3215,PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #17164,"50 RTE 17K NEWBURGH, NY 12550-0000",34186,2016-04-01,2021-11-01,2024-10-31,,43643.0,,,,True,1.0,1.0,41.50412,-74.0633,"50 Route 17K, Newburgh, NY 12550, United States",50,Route 17K,,Newburgh,12550.0,Orange,NY,USA,1,12550,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-74.0633 41.50412),781,36,071,010400,36071010400,104,Census Tract 104,G5020,S,9450099,109436,+41.5114588,-074.0599991,True
10600,PHARMACY,RAINA RX LLC,ROUTE 300 PHARMACY,"1208 ROUTE 300 SUITE 103 NEWBURGH, NY 12550-5003",34308,2016-03-14,2022-03-01,2025-02-28,,,,,,True,1.0,1.0,41.49782,-74.07069,"1208 Route 300, Newburgh, NY 12550, United States",1208,Route 300,,Newburgh,12550.0,Orange,NY,USA,1,12550,RAINA,True,RAINA RX LLC,INDEPENDENT,POINT (-74.07069 41.49782),781,36,071,010400,36071010400,104,Census Tract 104,G5020,S,9450099,109436,+41.5114588,-074.0599991,True
12533,PHARMACY,"STOP & SHOP SUPERMARKET COMPANY LLC, THE",STOP AND SHOP SUPERMARKET,"C/O PHARMACY 1429 ROUTE 300 NEWBURGH, NY 12550-0000",24508,1999-10-01,2022-03-01,2025-02-28,,,,,,True,1.0,1.0,41.52331,-74.07075,"1429 Route 300, Newburgh, NY 12550, United States",1429,Route 300,,Newburgh,12550.0,Orange,NY,USA,1,12550,STOP,False,STOP & SHOP SUPERMARKET COMPANY LLC THE,MAJOR CHAIN,POINT (-74.07075 41.52331),781,36,071,010400,36071010400,104,Census Tract 104,G5020,S,9450099,109436,+41.5114588,-074.0599991,True
13679,PHARMACY,"WAL-MART STORES EAST, LP",WAL-MART PHARMACY,"C/O PHARMACY 1201 RT. 300 NEWBURGH, NY 12550-0000",23351,1997-07-19,2022-05-01,2025-04-30,,,,,,True,1.0,1.0,41.4984651,-74.0716942,"1201 RT-300, Newburgh, NY 12550, United States",1201,RT-300,,Newburgh,12550.0,Orange,NY,USA,1,12550,WAL-MART,False,WAL-MART STORES EAST LP,MAJOR CHAIN,POINT (-74.0716942 41.4984651),781,36,071,010400,36071010400,104,Census Tract 104,G5020,S,9450099,109436,+41.5114588,-074.0599991,True
3216,PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #16807,"3857 STATE ROUTE 31 LIVERPOOL, NY 13090-0000",34179,2016-05-09,2021-11-01,2024-10-31,,67754.0,,,,True,1.0,1.0,43.18798,-76.2466,"3857 State Route 31, Liverpool, NY 13090, United States",3857,State Route 31,,Liverpool,13090.0,Onondaga,NY,USA,1,13090,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-76.2466 43.18798),5390,36,067,011300,36067011300,113,Census Tract 113,G5020,S,56588932,2030181,+43.2114413,-076.2061178,False
5703,PHARMACY,"GOLUB CORPORATION, THE",PRICE CHOPPER PHARMACY #182,"C/O PHARMACY 3863 STATE ROUTE 31 LIVERPOOL, NY 13090-0000",25581,2003-01-03,2022-04-01,2025-03-31,,,,,,True,1.0,1.0,43.18726,-76.2461,"3863 State Route 31, Liverpool, NY 13090, United States",3863,State Route 31,,Liverpool,13090.0,Onondaga,NY,USA,1,13090,GOLUB,False,GOLUB CORPORATION THE,MAJOR CHAIN,POINT (-76.2461 43.18726),5390,36,067,011300,36067011300,113,Census Tract 113,G5020,S,56588932,2030181,+43.2114413,-076.2061178,False
13671,PHARMACY,"WAL-MART STORES EAST, LP","WAL-MART STORES, INC.","C/O PHARMACY DEPARTMENT 8770 DELL CENTER DRIVE LIVERPOOL, NY 13090-0000",23379,1997-07-19,2022-05-01,2025-04-30,,,,,,True,1.0,1.0,43.18855,-76.24366,"8770 Dell Center Dr, Liverpool, NY 13090, United States",8770,Dell Center Dr,,Liverpool,13090.0,Onondaga,NY,USA,1,13090,WAL-MART,False,WAL-MART STORES EAST LP,MAJOR CHAIN,POINT (-76.24366 43.18855),5390,36,067,011300,36067011300,113,Census Tract 113,G5020,S,56588932,2030181,+43.2114413,-076.2061178,False
14474,PHARMACY,"WEGMAN'S FOOD MARKETS, INC.",,"C/O PHARMACY 3953 RTE 31 LIVERPOOL, NY 13090-0000",20268,1989-07-26,2020-01-01,2022-12-31,,,,,,True,1.0,1.0,43.187,-76.23789,"3953 State Route 31, Liverpool, NY 13090, United States",3953,State Route 31,,Liverpool,13090.0,Onondaga,NY,USA,1,13090,WEGMAN'S,False,WEGMAN'S FOOD MARKETS INC,MAJOR CHAIN,POINT (-76.23789 43.187),5390,36,067,011300,36067011300,113,Census Tract 113,G5020,S,56588932,2030181,+43.2114413,-076.2061178,False
3218,PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY 17271,"4920 TRANSIT ROAD DEPEW, NY 14043-0000",34165,2016-05-17,2021-11-01,2024-10-31,,54894.0,,,,True,1.0,1.0,42.87898,-78.69872,"4920 TRANSIT Rd, Depew, NY 14043, United States",4920,TRANSIT Rd,,Depew,14043.0,Erie,NY,USA,1,14043,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-78.69872 42.87898),449,36,029,010805,36029010805,108.05,Census Tract 108.05,G5020,S,2776085,0,+42.8741044,-078.7093964,False
14071,PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"C/0 PHARMACY 1180 FRENCH RD CHEEKTOWAGA, NY 14227-0000",30560,2011-01-14,2019-08-01,2022-07-31,,,,,,True,1.0,1.0,42.86818,-78.70946,"1180 French Rd, Cheektowaga, NY 14227, United States",1180,French Rd,,Cheektowaga,14227.0,Erie,NY,USA,1,14227,WALGREEN,False,WALGREEN EASTERN CO INC,MAJOR CHAIN,POINT (-78.70946 42.86818),449,36,029,010805,36029010805,108.05,Census Tract 108.05,G5020,S,2776085,0,+42.8741044,-078.7093964,False
3222,PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY 17188,"160 NORTH RESEARCH PLACE CENTRAL ISLIP, NY 11722-0000",34156,2016-05-09,2021-11-01,2024-10-31,,57227.0,,,,True,1.0,1.0,40.77317,-73.20149,"160 N Research Pl, Central Islip, NY 11722, United States",160,N Research Pl,Central Islip,Central Islip,11722.0,Suffolk,NY,USA,1,11722,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-73.20149 40.77317),1950,36,103,146300,36103146300,1463,Census Tract 1463,G5020,S,3630947,0,+40.7696104,-073.1956867,False
3224,PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY #16808,"340 TOWNE DRIVE FAYETTEVILLE, NY 13066-0000",34171,2016-04-29,2021-11-01,2024-10-31,,62907.0,,,,True,1.0,1.0,43.03121,-76.01851,"340 Towne Dr, Fayetteville, NY 13066, United States",340,Towne Dr,,Fayetteville,13066.0,Onondaga,NY,USA,1,13066,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-76.01851 43.03121),5380,36,067,015000,36067015000,150,Census Tract 150,G5020,S,14663538,633091,+43.0420772,-075.9917507,False
4105,PHARMACY,ECKERD CORPORATION,RITE AID PHARMACY,"C/O PHARMACY 101 TOWNE DRIVE FAYETTEVILLE, NY 13066-0000",23898,1998-12-31,2016-11-01,2018-02-12,TRANSFER,,,,,False,1.0,1.0,43.03434,-76.0172,"101 Towne Dr, Fayetteville, NY 13066, United States",101,Towne Dr,,Fayetteville,13066.0,Onondaga,NY,USA,1,13066,ECKERD,False,ECKERD CORPORATION,MAJOR CHAIN,POINT (-76.0172 43.03434),5380,36,067,015000,36067015000,150,Census Tract 150,G5020,S,14663538,633091,+43.0420772,-075.9917507,False
3226,PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #17065,"2975 HORSEBLOCK ROAD MEDFORD, NY 11763-0000",34180,2016-05-09,2021-11-01,2024-10-31,,56026.0,,,,True,1.0,1.0,40.8265922,-72.9887598,"2975 Horseblock Rd, Medford, NY 11763, United States",2975,Horseblock Rd,Medford,Medford,11763.0,Suffolk,NY,USA,1,11763,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-72.9887598 40.8265922),1619,36,103,158712,36103158712,1587.12,Census Tract 1587.12,G5020,S,8850305,0,+40.8263610,-072.9868667,False
5451,PHARMACY,"GENOVESE DRUG STORES, INC.",RITE AID PHARMACY,"2799 ROUTE 112 MEDFORD, NY 11763-0000",19123,1986-05-28,2019-11-01,2022-04-19,DISCONTINUED,,,,,False,1.0,1.0,40.82675,-72.99503,"2799 Route 112, Medford, NY 11763, United States",2799,Route 112,Medford,Medford,11763.0,Suffolk,NY,USA,1,11763,GENOVESE,False,GENOVESE DRUG STORES INC,MAJOR CHAIN,POINT (-72.99503 40.82675),1619,36,103,158712,36103158712,1587.12,Census Tract 1587.12,G5020,S,8850305,0,+40.8263610,-072.9868667,False
8353,PHARMACY,MEDFORD COMPOUNDING AND SPECIALTY PHARMACY LLC.,,"2612 ROUTE 112 MEDFORD, NY 11763-2551",31387,2012-08-24,2015-08-01,2017-11-01,DISCONTINUED,,,,,False,1.0,1.0,40.81938,-72.99942,"2612 Route 112, Medford, NY 11763, United States",2612,Route 112,Medford,Medford,11763.0,Suffolk,NY,USA,1,11763,MEDFORD,True,MEDFORD COMPOUNDING AND SPECIALTY PHARMACY LLC,INDEPENDENT,POINT (-72.99942 40.81938),1619,36,103,158712,36103158712,1587.12,Census Tract 1587.12,G5020,S,8850305,0,+40.8263610,-072.9868667,False
10048,PHARMACY,PHARMACY 112 INC.,,"2608 B ROUTE 112 MEDFORD, NY 11763-2551",32401,2013-12-17,2016-12-01,2017-11-30,DISCONTINUED,,,,,False,1.0,1.0,40.8193,-72.99946,"2608 Route 112, Medford, NY 11763, United States",2608,Route 112,Medford,Medford,11763.0,Suffolk,NY,USA,1,11763,PHARMACY,True,PHARMACY 112 INC,INDEPENDENT,POINT (-72.99946 40.8193),1619,36,103,158712,36103158712,1587.12,Census Tract 1587.12,G5020,S,8850305,0,+40.8263610,-072.9868667,False
11765,PHARMACY,"SAM'S EAST, INC.",SAM'S PHARMACY 10-6428,"C/O PHARMACY 2950 HORSEBLOCK RD. MEDFORD, NY 11763-0000",25139,2001-09-19,2022-05-01,2025-04-30,,,,,,True,1.0,1.0,40.82546,-72.99141,"2950 Horseblock Rd, Medford, NY 11763, United States",2950,Horseblock Rd,Medford,Medford,11763.0,Suffolk,NY,USA,1,11763,SAM'S,True,SAM'S EAST INC,HEALTHCARE,POINT (-72.99141 40.82546),1619,36,103,158712,36103158712,1587.12,Census Tract 1587.12,G5020,S,8850305,0,+40.8263610,-072.9868667,False
3227,PHARMACY,"CVS ALBANY, LLC",CVS/PHARMACY #17240,"930 COUNTRY ROAD 64 ELMIRA, NY 14903-0000",34168,2016-05-09,2021-11-01,2024-10-31,,38738.0,,,,True,1.0,1.0,42.12721,-76.82086,"14903, Elmira, NY, United States",,,,Elmira,14903.0,Chemung,NY,USA,1,14903,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-76.82086 42.12721),3820,36,015,010800,36015010800,108,Census Tract 108,G5020,S,4939014,87501,+42.1352562,-076.8185187,False
3229,PHARMACY,"CVS ALBANY, LLC",CVS PHARMACY 16851,"428 BALLTOWN ROAD SCHENECTADY, NY 12304-0000",34202,2016-05-09,2021-11-01,2024-10-31,,58209.0,,,,True,1.0,1.0,42.7749574,-73.8933963,"428 Balltown Rd, Schenectady, NY 12304, United States",428,Balltown Rd,,Schenectady,12304.0,Schenectady,NY,USA,1,12304,CVS,False,CVS ALBANY LLC,MAJOR CHAIN,POINT (-73.8933963 42.7749574),1128,36,093,031902,36093031902,319.02,Census Tract 319.02,G5020,S,4487906,0,+42.7814524,-073.8863485,False
5701,PHARMACY,"GOLUB CORPORATION, THE",PRICE CHOPPER PHARMACY #191,"C/O PHARMACY 442 BALLTOWN RD. SCHENECTADY, NY 12304-0000",25280,2002-02-20,2022-04-01,2025-03-31,,,,,,True,1.0,1.0,42.7755966,-73.8934372,"442 Balltown Rd, Schenectady, NY 12304, United States",442,Balltown Rd,,Schenectady,12304.0,Schenectady,NY,USA,1,12304,GOLUB,False,GOLUB CORPORATION THE,MAJOR CHAIN,POINT (-73.8934372 42.7755966),1128,36,093,031902,36093031902,319.02,Census Tract 319.02,G5020,S,4487906,0,+42.7814524,-073.8863485,False
8162,PHARMACY,"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC.",HANNAFORD,"C/O PHARMACY 3333 CONSAUL RD. NISKAYUNA, NY 12304-0000",22912,1996-04-22,2019-09-01,2022-08-31,,,,,,True,1.0,1.0,42.78306,-73.89124,"3333 Consaul Rd, Niskayuna, NY 12304, United States",3333,Consaul Rd,,Niskayuna,12304.0,Schenectady,NY,USA,1,12304,MARTIN'S,False,MARTIN'S FOODS OF SOUTH BURLINGTON LLC,MAJOR CHAIN,POINT (-73.89124 42.78306),1128,36,093,031902,36093031902,319.02,Census Tract 319.02,G5020,S,4487906,0,+42.7814524,-073.8863485,False
