type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name
PHARMACY,LISCIO PHARMA INC.,LISCIO PHARMACY,"2498 WILLIAMSBRIDGE RD. BRONX, NY 10469-0000",30027,3/29/10,3/1/22,2/28/25,,44755,,,
PHARMACY,LISCIO PHARMACY CORPORATION,,"2498 WILLIAMSBRIDGE RD. BRONX, NY 10469-0000",8774,8/31/60,10/1/07,3/29/10,TRANSFER,,,30027,LISCIO PHARMA INC./ LISCIO PHARMACY
PHARMACY,LIST DRUGS INC.,ANTELIS PHARMACY,"1709 AVENUE M BROOKLYN, NY 11230-5217",18709,7/18/85,8/1/19,7/31/22,,34124,,,
PHARMACY,LIT CHEMISTS CORP.,,"448 ROCKAWAY AVE VALLEY STREAM, NY 11581-0000",39363,2/17/22,2/17/22,1/31/25,,51140,,,
PHARMACY,"LITTAUER, NATHAN, HOSPITAL ASSOCIATION",,"99 E. STATE STREET GLOVERSVILLE, NY 12078-0000",13094,10/8/70,11/1/19,10/31/22,,34923,,,
PHARMACY,LITTLE BANGLA PHARMACY INC.,,"401 CHURCH AVENUE BROOKLYN, NY 11218-0000",36715,6/27/18,6/1/21,5/31/24,,36864,,,
PHARMACY,LITTLE FALLS HOSPITAL,,"C/O PHARMACY 140 BURWELL ST. LITTLE FALLS, NY 13365-0000",13842,7/26/72,8/1/19,7/31/22,,,,,
PHARMACY,"LITTLE GELT PHARMACY, INC.",,"111 DREISER LOOP BRONX, NY 10475-0000",21312,5/28/92,6/1/13,5/31/16,DISCONTINUED,,,,
PHARMACY,LITTLE GUYANA PHARMACY & CAFE INC,,"119-08 LIBERTY AVE RICHMOND HILL, NY 11419-0000",39327,2/1/22,2/1/22,1/31/25,,64693,,,
PHARMACY,"LITTLE MARY'S ENTERPRISES, LTD.",CROSSROAD PHARMACY,"207 ROUTE 59 SPRING VALLEY, NY 10977-0000",26050,7/1/03,7/1/03,12/31/04,DISCONTINUED,,,,
PHARMACY,"LITTLE NECK COMMUNITY HOSPITAL, INC.",,"C/O PHARMACY 55-15 LITTLE NECK PKWY. LITTLE NECK, NY 11362-0000",21982,2/2/94,Not on file,4/17/97,DISCONTINUED,,,,
PHARMACY,"LITTLE NECK DRUG STORE, INC.",,"252-11 NORTHERN BLVD. LITTLE NECK, NY 11362-0000",25140,10/5/01,11/1/19,10/31/22,,40665,,,
PHARMACY,LITTLE NECK PHARMACY INC.,,"248-25 NORTHERN BLVD. LITTLE NECK, NY 11363-0000",21224,2/4/92,Not on file,9/12/00,DISCONTINUED,,,,
PHARMACY,LITTLE NECK RX CORP,PHARMACONIC,"254-37 HORACE HARDING EXPRESSWAY LITTLE NECK, NY 11362-0000",38986,8/25/21,8/25/21,7/31/24,,,,,
PHARMACY,"LITTLE WING PHARMACY, INC.",MEDICINE SHOPPE PHARMACY,"18 KELLOGG RD. NEW HARTFORD, NY 13413-0000",23009,9/23/96,10/1/16,9/7/17,TRANSFER,,,35514,STANWOOD PHARMACY INC./ MEDICINE SHOPPE #1457
PHARMACY,LIVE GOOD PHARMACY INC.,,"1025 NOSTRAND AVE. BROOKLYN, NY 11225-0000",31732,2/22/13,2/1/22,1/31/25,,40913,,,
PHARMACY,LIVERPOOL PHARMACY INC.,,"612 OSWEGO ST. LIVERPOOL, NY 13088-0000",12484,4/2/69,Not on file,5/27/97,DISCONTINUED,,,,
PHARMACY,LIVERPOOL PHARMACY INC.,GOLD STAR PHARMACY,"GOLD STAR PHARMACY DIV. 624 SO. MAIN ST. NORTH SYRACUSE,, NY 13212-0000",14209,5/14/73,Not on file,9/24/90,TRANSFER,,,,
PHARMACY,LIVEWELL PHARMACY INC,,"1432 EAST GUNHILL ROAD BRONX, NY 10469-0000",37753,10/25/19,10/25/19,9/30/22,,29453,,,
PHARMACY,LIVFUL PHARMACY INC.,,"2065 7TH AVE. NEW YORK, NY 10027-0000",18378,11/21/84,Not on file,3/23/91,DISCONTINUED,,,,
PHARMACY,LIVING WELL PHARMACY INC.,LIVING WELL PHARMACY,"3555 VICTORY BLVD. STATEN ISLAND, NY 10314-6707",31311,8/10/12,8/1/21,7/31/24,,42406,,,
PHARMACY,LIVINGSTON COUNTY SKILLED NURSING FACILITY,,"LIVINGSTON COUNTY 1 MURRAY HILL DR. LIV. CO. CAMPUS, SNF MT. MORRIS, NY 14510-0000",15503,6/15/76,Not on file,12/31/01,,,,,
PHARMACY,LIVINGSTON MANOR PHARMACY LLC.,,"47 STEWART AVENUE PO BOX 146 ROSCOE, NY 12776-0146",31823,3/7/13,3/1/19,3/19/21,DISCONTINUED,,,,
PHARMACY,LIVINGWORD PHARMACY INC.,,"957 UTICA AVE. BROOKLYN, NY 11203-0000",32293,10/10/13,10/1/19,9/30/22,,57973,,,
PHARMACY,LIVONIA PHARMACY INC.,,"625A LIVONIA AVE. BROOKLYN, NY 11207-0000",33614,6/17/15,6/1/21,5/31/24,,34068,,,
PHARMACY,"LIVONIA PHARMACY, INC.",,"622 LIVONIA AVE BROOKLYN, NY 11207-0000",13796,6/5/72,Not on file,10/26/00,DISCONTINUED,,,,
PHARMACY,LIVONIA-LAKEVILLE PHARMACY INC.,LIVONIA PHARMACY,"5975 BIG TREE RD. P.O. BOX 414 LAKEVILLE, NY 14480-0000",24333,5/24/99,6/1/22,5/31/25,,,,,
PHARMACY,"LIVOTI, DOMINICK A",KELSO PHARMACY,"56 NO. MERRICK AVE. MERRICK, NY 11566-0000",12361,1/5/69,Not on file,5/12/87,DISCONTINUED,,,,
PHARMACY,"LIZCO DRUGS, INC.",CHATHAM PHARMACY,"17 AUSTERLITZ ST. CHATHAM, NY 12037-0000",17878,9/15/83,Not on file,1/31/90,DISCONTINUED,,,,
PHARMACY,"LKMS, INC.",VEEDER & YELVERTON CO.,"806 SARATOGA ROAD BURNT HILLS, NY 12027-0000",18955,1/24/86,Not on file,2/5/96,TRANSFER,,,22827,"CVS ALBANY, L.L.C./ CVS/PHARMACY"
PHARMACY,LLL PHARMACY INC.,GOOD HEALTH PHARMACY,"13 WEST MARIE ST. HICKSVILLE, NY 11801-0000",21864,9/21/93,Not on file,6/27/94,DISCONTINUED,,,,
PHARMACY,LLM RX INC,WELLMART PHARMACY,"219-13 JAMAICA AVE QUEENS VILLAGE, NY 11428-0000",37813,12/17/19,12/17/19,11/30/22,,44704,,,
PHARMACY,"LLOYD, DANIEL A.",COLWELL PHARMACY,"COLWELL PHARMACY 374 W. MAIN ST. WEST WINFIELD, NY 13491-0000",11202,3/1/66,Not on file,12/13/99,TRANSFER,,,,
PHARMACY,"LLOYD'S SHOPPING CENTERS, INC.",,"330 RTE. 211 EAST MIDDLETOWN, NY 10940-0000",4664,1/1/50,Not on file,11/22/96,DISCONTINUED,,,,
PHARMACY,"LLOYD'S SHOPPING CENTERS, INC.",LLOYD'S PHARMACY,"1020 UNION AVE. NEWBURGH, NY 12550-0000",9343,1/2/62,Not on file,4/5/94,DISCONTINUED,,,,
PHARMACY,"LMRX, INC.",MEDICAP PHARMACY,"43-A MAIN ST. LIVINGSTON MANOR, NY 12758-0000",26071,7/9/03,8/1/10,11/18/11,DISCONTINUED,,,,
PHARMACY,LO NG PHARMACY CORP,VICTORIA PHARMACY,"44-45A KISSENA BLVD FLUSHING, NY 11355-0000",37759,11/15/19,11/15/19,10/31/22,,43034,,,
PHARMACY,"LO-RUD ENTERPRISES, INC.",PLATT PHARMACY,"36 E. THIRD ST. MOUNT VERNON, NY 10550-0000",15023,5/1/75,Not on file,6/8/88,DISCONTINUED,,,,
PHARMACY,"LOBBY PHARMACY INC., THE",,"374 STOCKHOLM ST. BROOKLYN, NY 11237-0000",25951,6/13/03,7/1/10,12/23/10,TRANSFER,,,30440,WYCKOFF SPECIALTY SCRIPT CORP/ THE LOBBY PHARMACY
PHARMACY,LOCAL RX PHARMACY LLC,,"95-16 QUEENS BLVD REGO PARK, NY 11374-0000",33392,2/20/15,2/20/15,1/31/18,DISCONTINUED,,,,
PHARMACY,"LOCAL RX, INC.",COLONY DRUGS & SURGICALS,"103-19 QUEENS BLVD. FOREST HILLS, NY 11375-0000",25083,8/27/01,9/1/16,11/7/18,TRANSFER,,,37044,URBAN RX INC./ COLONY DRUGS & SURGICALS
PHARMACY,LOCAS PHARMACY INC.,A & P PHARMACY,"117-09 JAMAICA AVE. RICHMOND HILL, NY 11418-0000",35849,10/30/17,10/1/20,9/30/23,,38646,,,
PHARMACY,LOCKPORT MEMORIAL HOSPITAL,COMMUNITY PHARMACY,"COMMUNITY PHARMACY 521 EAST AVE. LOCKPORT, NY 14094-3299",23778,12/7/98,Not on file,4/1/99,DISCONTINUED,,,,
PHARMACY,"LOCKPORT PHARMACY, INC.",,"120 MAIN STREET LOCKPORT, NY 14094-0000",18674,6/24/85,Not on file,11/24/92,DISCONTINUED,,,,
PHARMACY,"LOCURTO, ROBERT J.","MEDICINE MAN, THE","THE MEDICINE MAN 2204 VICTORY BLVD. STATEN ISLAND, NY 10314-0000",15930,9/9/77,Not on file,9/9/91,TRANSFER,,,,
PHARMACY,"LOCUST VALLEY CHEMISTS, INC.",LOCUST VALLEY CHEMISTS,"60 FOREST AVENUE LOCUST VALLEY, NY 11560-0000",26812,9/7/04,9/1/19,8/31/22,,38024,,,
PHARMACY,"LOIS' HILL PHARMACY, INC.",HILL PHARMACY,"104-19 LIBERTY AVE. OZONE PARK, NY 11417-0000",20454,1/22/90,Not on file,2/2/94,TRANSFER,,,21988,"TWO MOOKS DRUG, INC./ LIBERTY HILL PHARMACY"
PHARMACY,"LOISAIDA DRUGS & SURGICALS, INC.",,"36 AVENUE C NEW YORK, NY 10009-0000",19421,4/21/87,Not on file,1/18/02,TRANSFER,,,25186,"LOISAIDA RX, INC./ LOISAIDA DRUGS & SURGICAL"
PHARMACY,"LOISAIDA RX, INC.",LOISAIDA DRUGS & SURGICAL,"273 EAST THIRD ST. NEW YORK, NY 10009-0000",25186,1/18/02,2/1/22,1/31/25,,47742,,,
PHARMACY,LOKENATH PHARMACY INC.,YONKERS PHARMACY,"944 NORTH BROADWAY YONKERS, NY 10701-0000",25485,11/4/02,12/1/07,5/21/08,TRANSFER,,,28859,"WECARE PHARMACY, INC./ YONKERS PHARMACY"
PHARMACY,LOLY'S PHARMACY INC.,,"21 WEST 183RD ST. BRONX, NY 10453-1233",37406,5/8/19,5/1/22,4/30/25,,42191,,,
PHARMACY,"LOMBARDI, LINDA J.","MEDICINE SHOPPE, THE","THE MEDICINE SHOPPE 8 EAST FIFTH ST. JAMESTOWN, NY 14701-5010",22021,Not on file,Not on file,2/28/94,TRANSFER,,,,
PHARMACY,"LOMBARDI, LOUIS J. & LOMBARDI, LINDA J.","MEDICINE SHOPPE, THE","THE MEDICINE SHOPPE 8 EAST 5TH ST. JAMESTOWN, NY 14701-0000",18604,5/24/85,Not on file,2/26/94,TRANSFER,,,,
PHARMACY,LON-JE INC.,,"621 NOSTRAND AVE. BROOKLYN, NY 11216-0000",18438,1/15/85,Not on file,2/9/95,DISCONTINUED,,,,
PHARMACY,LONG BEACH CHEMISTS INC.,LONG BEACH CHEMISTS,"170 WEST PARK AVENUE LONG BEACH, NY 11561-0000",28010,10/3/06,9/1/21,8/31/24,,45407,,,
PHARMACY,LONG BEACH MEDICAL CENTER,,"C/O PHARMACY 455 E. BAY DR. LONG BEACH, NY 11561-0000",10533,7/24/64,8/1/13,7/31/16,DISCONTINUED,,,,
PHARMACY,LONG BEACH MEMORIAL NURSING HOME INC.,,"C/O PHARMACY 375 E. BAY DR. LONG BEACH, NY 11561-0000",15048,6/2/75,7/1/07,5/1/10,DISCONTINUED,,,,
PHARMACY,LONG BEACH PHARMACY LLC.,HARRY'S PHARMACY,"251 WEST PARK AVE. LONG BEACH, NY 11561-0000",32843,6/13/14,6/13/14,10/6/16,DISCONTINUED,,,,
PHARMACY,"LONG ISLAND COLLEGE HOSPITAL, THE",,"C/O PHARMACY 339 HICKS ST. BROOKLYN, NY 11201-0000",2201,1/1/31,2/1/10,5/29/11,DISCONTINUED,,,,
PHARMACY,LONG ISLAND COMMUNITY HOSPITAL AT,LONG ISLAND COMMUNITY HOSPITAL,"NYU LANGONE HEALTH C/O PHARMACY 101 HOSPITAL RD 2ND FLR PATCHOGUE, NY 11772-0000",7132,8/1/56,9/1/19,8/31/22,,,,,
PHARMACY,LONG ISLAND DEVELOPMENTAL CENTER,,"C/O PHARMACY 133 CARMAN RD. BOX 788 MELVILLE, NY 11747-0000",11053,10/19/65,Not on file,5/8/00,,,,,
PHARMACY,LONG ISLAND HOME IV & NUTRITIONAL SERVICES INC.,OPTIONCARE,"OPTIONCARE 2365 BOSTON POST RD. LARCHMONT, NY 10538-0000",21660,5/25/93,Not on file,4/17/95,DISCONTINUED,,,,
PHARMACY,"LONG ISLAND HOME THERAPEUTICS, INC.",,"521 RT. 111 HAUPPAUGE, NY 11788-0000",20811,11/23/90,Not on file,1/2/92,TRANSFER,,,21204,"LONG ISLAND HOME THERAPEUTICS, INC."
PHARMACY,"LONG ISLAND HOME THERAPEUTICS, INC.",,"521 ROUTE 111 SUITE 308 HAUPPAUGE, NY 11788-0000",21204,1/2/92,Not on file,12/20/94,DISCONTINUED,,,,
PHARMACY,"LONG ISLAND HOME, LIMITED, THE",SOUTH OAKS HOSPITAL-BROADLAWN MANOR NURSING HOME,"400 SUNRISE HWY. C/O PHARMACY AMITYVILLE, NY 11701-0000",16693,2/5/80,Not on file,1/14/00,TRANSFER,,,,
PHARMACY,LONG ISLAND JEWISH MEDICAL CENTER,LONG ISLAND JEWISH FOREST HILLS,"C/O PHARMACY 102-01 66TH RD. FOREST HILLS, NY 11375-0000",12326,11/15/68,12/1/19,11/30/22,,,,,
PHARMACY,LONG ISLAND JEWISH MEDICAL CENTER,ZUCKER-HILLSIDE HOSPITAL,"C/O PHARMACY 75-59 263RD ST. GLENS OAKS, NY 11004-0000",13605,1/1/72,2/1/22,1/31/25,,,,,
PHARMACY,LONG ISLAND JEWISH MEDICAL CENTER,,"C/O PHARMACY 270-05 76TH AVE. NEW HYDE PARK, NY 11040-0000",13686,1/1/72,2/1/22,1/31/25,,,,,
PHARMACY,LONG ISLAND JEWISH MEDICAL CENTER,LONG ISLAND JEWISH VALLEY STREAM,"C/O PHARMACY 900 FRANKLIN AVE. VALLEY STREAM, NY 11580-2190",14314,4/25/73,5/1/22,4/30/25,,,,,
PHARMACY,LONG ISLAND JEWISH MEDICAL CENTER,,"AT HOME PHARMACY INC. C/O PHARMACY 246 CROSSWAYS PARK W. WOODBURY, NY 11797-0000",22468,6/28/95,Not on file,8/18/97,,,,,
PHARMACY,LONG ISLAND JEWISH MEDICAL CENTER,LIJ CENTER FOR ADVANCED MEDICINE,"PHARMACY DEPARTMENT 450 LAKEVILLE RD. LAKE SUCCESS, NY 11042-0000",30072,3/30/10,3/1/22,2/28/25,,,,,
PHARMACY,LONG ISLAND JEWISH MEDICAL CENTER,VIVO HEALTH PHARMACY AT CFAM,"270-05 76TH AVE. NEW HYDE PARK, NY 11040-0000",31902,4/19/13,4/19/13,5/21/15,DISCONTINUED,,,,
PHARMACY,LONG ISLAND JEWISH MEDICAL CENTER,COHEN CHILDREN'S MEDICAL CENTER,"269-01 76TH AVE. NEW HYDE PARK, NY 11040-0000",32164,7/18/13,7/1/16,7/1/16,DISCONTINUED,,,,
PHARMACY,LONG ISLAND JEWISH MEDICAL CENTER,VIVO HEALTH PHARMACY AT LIJ,"270-05 76TH AVE. NEW HYDE PARK, NY 11040-0000",32927,9/11/14,9/1/20,8/31/23,,63548,,,
PHARMACY,LONG ISLAND JEWISH MEDICAL CENTER,CANCER INSTITUTE AT GREAT SOUTH BAY,"440 EAST MAIN ST. BAYSHORE, NY 11706-0000",33964,8/16/16,8/1/19,7/31/22,,35606,,,
PHARMACY,LONG ISLAND JEWISH MEDICAL CENTER,NORTH SHORE-LIJ ORZAC CENTER FOR REHABILITATION,"ATTN: ORZAC CENTER 900 FRANKLIN AVENUE VALLEY STREAM, NY 11580-0000",34309,3/23/16,3/23/16,2/28/19,DISCONTINUED,,,,
PHARMACY,LONG ISLAND JEWISH MEDICAL CENTER,VIVO HEALTH PHARMACY AT ZUCKER HILLSIDE HOSPITAL,"75-59 263RD ST. GLEN OAKS, NY 11004-0000",35154,3/17/17,3/1/20,2/28/23,,47431,,,
PHARMACY,LONG ISLAND JEWISH MEDICAL CENTER,VIVO HEALTH PHARMACY AT HOME,"AT HOME PHARMACY, INC. 225 COMMUNITY DR. SUITE 140 GREAT NECK, NY 11021-0000",35780,12/26/17,12/1/20,11/30/23,,,,,
PHARMACY,LONG ISLAND JEWISH MEDICAL CENTER,NORTHWELL HEALTH CANCER CENTER,"270 PULASKI ROAD GREENLAWN, NY 11740-0000",37823,1/23/20,1/23/20,12/31/22,,36505,,,
PHARMACY,"LONG ISLAND PRESCRIPTION CENTER, INC.","MEDICINE SHOPPE, DOCTORS HOME IV & NUTRITIONAL CTR","136 SPRUCE ST. CEDARHURST, NY 11516-1915",23028,9/11/96,Not on file,3/9/01,DISCONTINUED,,,,
PHARMACY,LONG ISLAND PRESCRIPTIONS & HOME-CARE INC.,,"271-21 UNION TURNPIKE NEW HYDE PARK, NY 11040-0000",21347,7/14/92,Not on file,12/6/94,TRANSFER,,,22246,MEDICAL DEPOT SUPPLIES CORP.
PHARMACY,LONG ISLAND STATE VETERANS HOME,,"SUNY AT STONY BROOK C/O PHARMACY 100 PATRIOTS RD. STONY BROOK, NY 11790-3300",21131,10/16/91,11/1/19,10/31/22,,,,,
PHARMACY,LONG LIFE PHARMACY INC.,,"72 MOTT STREET NEW YORK, NY 10013-0000",18933,1/3/86,2/1/07,12/31/07,DISCONTINUED,,,,
PHARMACY,LONG LIVE PHARMACY INC,DUNBAR PHARMACY,"2580 ADAM CLAYTON POWELL JR BLVD NEW YORK, NY 10039-0000",37665,10/10/19,10/10/19,2/28/22,TRANSFER,,,,
PHARMACY,LONGEVITY ENTERPRISE INC,168 LONGEVITY PHARMACY,"43-43 MAIN ST. FLUSHING, NY 11355-0000",37408,7/24/19,7/24/19,6/30/22,,52989,,,
PHARMACY,LONGEVITY PHARMACY LLC,FUZHOU PHARMACY,"96 EAST BROADWAY NEW YORK, NY 10002-0000",28788,3/19/08,3/1/20,2/28/23,,47338,,,
PHARMACY,"LONGWOOD DRUG & SURGICAL, INC.",,"839-B PROSPECT AVE. BRONX, NY 10459-0000",18694,7/8/85,8/1/19,7/31/22,,34360,,,
PHARMACY,LONGWOOD RX INC,,"922 WESTCHESTER AVE BRONX, NY 10459-0000",38600,1/27/21,1/27/21,12/31/23,,37019,,,
PHARMACY,"LOPEZ-GUTIERREZ PHARMACY, INC.",BAVERO'S PHARMACY,"1329 ST. NICHOLAS AVENUE NEW YORK, NY 10033-0000",13528,11/19/71,Not on file,7/7/93,DISCONTINUED,,,,
PHARMACY,"LORAUL PHARMACEUTICS, INC.",ALBERTY DRUG CO.,"81 MAIN STREET BATAVIA,, NY 14020-0000",12035,2/1/68,3/1/13,4/3/15,TRANSFER,,,33561,"CASEY GROUP, LLC. THE/ ALBERTY DRUGS"
PHARMACY,"LORETTO REST NURSING HOME COMPANY, INC.",LORETTO GERIATRIC CENTER,"700 E. BRIGHTON AVENUE SYRACUSE, NY 13205-0000",15016,4/30/75,Not on file,11/7/91,TRANSFER,,,21068,FAY'S INCORPORATED/ ECKERD
PHARMACY,"LORIMAX, INC.",,"534 WILLOW AVE. CEDARHURST, NY 11516-0000",21261,3/17/92,Not on file,7/25/94,DISCONTINUED,,,,
PHARMACY,LORRAINE PHARMACY INC,,"72 LORRAINE ST BROOKLYN, NY 11231-0000",39484,5/17/22,5/17/22,4/30/25,,39680,,,
PHARMACY,LORRAINE PHARMACY INC.,,"72 LORRAINE ST. BROOKLYN, NY 11231-0000",36192,8/17/18,8/17/18,11/4/20,DISCONTINUED,,,,
PHARMACY,LORVEN PHARMACY LLC,,"942 MANHATTAN AVENUE BROOKLYN, NY 11222-0000",27285,6/6/05,6/1/17,9/19/18,TRANSFER,,,36876,ACCELRX INC/ LORVEN PHARMACY
PHARMACY,LOTANO MICHAEL,ALBERT'S DRUGS,"2066 CENTRAL AVE. COLONIE P O SCHENECTADY, NY 12304-0000",16102,4/3/78,Not on file,11/1/87,DISCONTINUED,,,,
PHARMACY,"LOTANO, ALFRED ANGELO & LOTANO, CARMINE V.",JOSPEH'S PHARMACY,"JOSPEH'S PHARMACY 2541 ALBANY ST. SCHENECTADY, NY 12304-0000",12303,11/4/68,Not on file,12/24/02,DISCONTINUED,,,,
PHARMACY,LOTTE PHARMACY CORP.,"MEDICINE SHOPPE, THE","2308 NORTH OCEAN AVE. FARMINGVILLE, NY 11738-0000",19130,5/30/86,1/1/05,4/16/07,DISCONTINUED,,,,
PHARMACY,"LOTTI SUPER PHARMACY, INC.",,"236-01 BRADDOCK AVE. BELLEROSE, NY 11426-0000",19911,8/5/88,Not on file,3/29/93,TRANSFER,,,21593,"ROCKY HILL PHARMACY, INC."
PHARMACY,LOTUS HEALTH PHARMACY INC.,,"3810 138TH ST. UNIT 1B FLUSHING, NY 11354-0000",39086,1/13/22,1/13/22,12/31/24,,,,,
PHARMACY,"LOTUS PHARMACY, INC.",COMPASHIONE PHARMACY,"5002 FOURTH AVENUE BROOKLYN, NY 11220-0000",25406,8/7/02,8/7/02,5/25/04,TRANSFER,,,26635,APV PHARMACY INC./ COMPASHIONE PHARMACY
PHARMACY,LOUCO DRUG CORP.,MARTIN'S PHARMACY,"451 THIRD AVENUE NEW YORK, NY 10016-0000",11541,1/1/67,Not on file,5/7/92,DISCONTINUED,,,,
PHARMACY,LOUDONVILLE PHARMACY LLC.,CARE RX PHARMACY,"265 OSBORNE RD. ALBANY, NY 12211-0000",32477,2/24/14,2/24/14,4/13/15,DISCONTINUED,,,,
PHARMACY,"LOUIS J. O'CONNOR PHARMACY, INC.","O'CONNOR, LOUIS J., PHARMACY, INC.","81 MAIN ST. STAMFORD, NY 12167-1196",16006,12/1/77,1/1/05,3/22/07,DISCONTINUED,,,,
PHARMACY,LOUIS PHARMACY CORPORATION,LEWIS DRUG STORE,"129 GATES AVE. BROOKLYN, NY 11238-0000",17628,12/7/82,Not on file,1/2/90,TRANSFER,,,20412,"SIDDHA, INC."
PHARMACY,"LOUIS PHARMACY, INC.",CITY LINE PHARMACY,"4704 WHITE PLAINS ROAD BRONX, NY 10470-0000",26513,6/21/04,6/1/19,11/12/20,TRANSFER,,,38479,SAMP RX INC/ CITY LINE PHARMACY
PHARMACY,"LOVE 85TH STREET PHARMACY, INC.",,"2330 BROADWAY NEW YORK, NY 10024-0000",18849,11/1/85,Not on file,12/31/01,DISCONTINUED,,,,
PHARMACY,"LOVE PHARMACY 102ND STREET, INC.",,"2683 BROADWAY NEW YORK, NY 10025-0000",19778,4/15/88,Not on file,7/15/98,DISCONTINUED,,,,
PHARMACY,LOVE PHARMACY ON 46TH ST. INC.,,"852 SECOND AVE. NEW YORK, NY 10017-0000",20296,10/10/89,Not on file,6/16/99,TRANSFER,,,24403,DUANE READE
PHARMACY,"LOVE UNLIMITED PHARMACY, INC.",,"1308 FIRST AVE. NEW YORK, NY 10021-0000",17991,12/23/83,Not on file,6/16/99,TRANSFER,,,24404,DUANE READE
PHARMACY,LOVE'N CARE FAMILY CENTER INC.,LOVE'N CARE PHARMACY,"C/O PHARMACY 1622 FIRST AVE. NEW YORK, NY 10028-0000",22766,12/5/95,Not on file,3/19/98,DISCONTINUED,,,,
PHARMACY,LOVEL PHARMACY INC.,,"1013 AVENUE J BROOKLYN, NY 11230-0000",10301,1/7/64,Not on file,12/31/95,DISCONTINUED,,,,
PHARMACY,LOVING PHARMACY INC.,,"144 WEST 72ND. ST. NEW YORK, NY 10023-0000",23484,12/2/97,Not on file,5/3/99,DISCONTINUED,,,,
PHARMACY,LOVING PHARMACY INC.,,"5711 6TH AVENUE BROOKLYN, NY 11220-0000",29763,11/4/09,11/4/09,1/9/12,DISCONTINUED,,,,
PHARMACY,"LOWEN'S DRUG STORE, INC.",LOWEN'S PHARMACY,"6902 THIRD AVE. BROOKLYN, NY 11209-0000",2210,4/1/53,5/1/07,11/4/08,TRANSFER,,,29115,PL PHARMACY INC./ LOWEN'S PHARMACY
PHARMACY,"LOWER BRONX COMMUNITY DRUGS, INC.",,"2592 THIRD AVE. BRONX, NY 10453-0000",18926,12/20/85,Not on file,3/1/93,DISCONTINUED,,,,
PHARMACY,LOWERY DRUGS INC.,,"39-51 QUEENS BLVD. SUNNYSIDE, NY 11104-0000",16741,4/1/80,Not on file,6/13/03,DISCONTINUED,,,,
PHARMACY,"LOWITT LABS PHARMACY, INC.",LOWITT LABS PHARMACY,"69-19 ROCKAWAY BEACH BLVD ARVERNE, NY 11692-0000",23740,8/20/98,Not on file,4/14/03,DISCONTINUED,,,,
PHARMACY,"LOWITT LABS, INC.","LAZGOLD LABS, INC. (X-REF. ONLY)","69-19 ROCKAWAY BEACH BLVD ARVERNE, NY 11692-1290",14091,2/21/73,Not on file,8/20/98,TRANSFER,,,23740,"LOWITT LABS PHARMACY, INC./ LOWITT LABS PHARMACY"
PHARMACY,"LOYOLA RECOVERY FOUNDATION, INC.",,"76 VETERANS AVE 6TH FLOOR BATH, NY 14810-0810",28315,5/10/07,5/1/16,2/28/18,DISCONTINUED,,,,
PHARMACY,"LOYOLA RECOVERY FOUNDATION, INC.",,"113 HOLLAND AVE. FLOOR 7 WING D ALBANY, NY 12208-0000",29934,3/2/10,3/1/13,11/28/14,DISCONTINUED,,,,
PHARMACY,LPJ RX INC,TRUE CARE PHARMACY,"209 EAST 165TH STREET BRONX, NY 10456-0000",37713,11/13/19,11/13/19,10/31/22,,44070,,,
PHARMACY,LPM PHARMACY INC,,"75-37 MAIN STREET FLUSHING, NY 11367-0000",37139,1/14/19,1/14/19,7/9/19,DISCONTINUED,,,,
PHARMACY,LR PRESCRIPTIONS INC.,CENTRAL ISLIP DRUGS,"16 WHEELER ROAD CENTRAL ISLIP, NY 11722-0000",19358,2/3/87,Not on file,3/21/90,TRANSFER,,,20548,"S.K.A. DRUGS, INC./ LIGGETT-REXALL DRUGS"
PHARMACY,"LS DRUGS, LLC",ESTI'S PHARMACY & SURGICALS,"300 TROY AVE BROOKLYN, NY 11213-0000",28923,6/12/08,6/1/20,5/31/23,,49362,,,
PHARMACY,LSH EXPRESS INC.,EXPRESS PHARMACY,"99-14 63RD ROAD REGO PARK, NY 11374-0000",30750,7/12/11,7/12/11,8/7/12,TRANSFER,,,31431,RSH EXPRESS INC./ EXPRESS PHARMACY
PHARMACY,LSHJ PHARMACY INC.,,"72 WEST 106TH ST. NEW YORK, NY 10025-0000",19104,5/9/86,Not on file,4/25/91,DISCONTINUED,,,,
PHARMACY,LTC PHARMACY OF FARMINGTON INC.,,"6139 ROUTE 96 SUITE A FARMINGTON, NY 14425-0000",27087,4/1/05,4/1/05,9/18/06,DISCONTINUED,,,,
PHARMACY,"LTV ASSOCIATES, INC.",BEST CARE PHARMACY,"2202 AVENUE U BROOKLYN, NY 11229-0000",39381,3/3/22,3/3/22,2/28/25,,47190,,,
PHARMACY,LU-WILL PHARMACY INC.,,"160-22 WILLETS PT. BLVD. WHITESTONE, NY 11357-0000",16885,8/15/80,Not on file,12/31/95,DISCONTINUED,,,,
PHARMACY,LUBA PHARMACY INC.,SLAVA'S PHARMACY,"99-14 63RD RD REGO PARK, NY 11374-0000",29664,8/20/09,8/20/09,8/16/10,DISCONTINUED,,,,
